"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","SE",42013,"3","2011","15",16339,7870,0,0,,,,,,,,,0,0,0,0,0,,465,,0,0,0,,8469,,"3","3","NA","1","1","1","1","1","1","1","1","6","3669.8","3","NA","1","2","2","2","1","2","6","2","1","NA","981.3","653.75","NA","1","1",,"1",1,,,,,
"2011","SE",42024,"4","2011","21",9163,7355,0,0,,,,,,,,,0,0,0,704,0,,144,,0,96,0,,1711,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","1","2","1","3","5","2","1","523.21","NA","437.34","NA","1","1",,"1",1,,,,,
"2011","SE",42025,"2","2011","16",14254,9716,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4538,,"3","3","NA","1","1","1","1","1","1","1","1","5","838.81","3","NA","2","2","2","2","1","3","3","2","1","NA","837.55","NA","NA","1","1",,"1",1,,,,,
"2011","SE",42057,"1","2011","10",88841,78215,0,0,,,,,,,,,0,0,29840,0,0,,0,,0,1146,0,,9480,,"3","3","3","1","1","1","1","1","1","1","3","6","2621.29","3","NA","2","2","2","2","4","2","3","2","1","996.09","805.78","1120.86","NA","1","1",,"1",1,,,,,
"2011","SE",42072,"4","2011","11",62423,56723,0,0,,,,,,,,,0,0,0,0,0,,20,,0,615,0,,5085,,"3","3","3","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","2","6","2","1","342.65","719.18","515.03","NA","1","1",,"1",1,,,,,
"2011","SE",42085,"3","2011","20",15493,11506,0,0,,,,,,,,,0,0,0,1812,0,,0,,0,1022,0,,2964,,"3","3","NA","1","1","1","1","1","1","1","1","4","2306.73","2","NA","2","2","2","2","3","2","2","2","1","817.84","848.25","543.65","NA","1","1",,"1",1,,,,,
"2011","SE",42097,"2","2011","12",19621,19295,0,0,,,,,,,,,0,0,0,0,0,,444,,0,0,0,,326,,"3","3","3","1","1","1","1","1","1","3","1","4","1782.48","3","NA","2","2","2","2","4","3","6","1","1","NA","1092.24","504.44","NA","1","1",,"1",1,,,,,
"2011","SE",42125,"1","2011","12",31517,23927,0,0,,,,,,,,,0,0,0,3408,0,,0,,0,510,0,,7080,,"3","3","NA","1","1","1","1","1","1","1","1","6","2621.29","3","2","2","2","2","2","1","2","6","2","1","NA","1092.24","874.46","NA","1","1",,"1",1,,,,,
"2011","SE",42145,"4","2011","25",105717,105401,0,0,,,,,,,,,0,0,0,6270,0,,0,,0,0,0,,316,,"3","3","NA","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","1","2","6","2","1","1027.54","981.3","479.59","0","1","1",,"1",1,,,,,
"2011","SE",42181,"1","2011","15",27340,21684,0,0,,,,,,,,,0,0,0,0,0,,24,,0,0,0,,5656,,"3","3","NA","1","1","1","1","1","1","1","1","4","2306.73","3","NA","2","2","2","1","1","3","6","1","1","702.5","848.25","1120.86","NA","1","1",,"1",1,,,,,
"2011","SE",42195,"4","2011","15",17435,14656,0,0,,,,,,,,,0,0,0,1455,0,,745,,0,0,0,,2779,,"NA","3","3","NA","1","1","1","2","1","1","3","2","4194.06","2","NA","2","2","2","2","3","2","2","1","1","576.68","NA","555.92","NA","1","1",,"1",1,,,,,
"2011","SE",42197,"2","2011","53",21964,21162,0,0,,,,,,,,,0,0,0,0,0,,9336,,0,32,0,,770,,"3","3","NA","1","1","NA","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","3","5","2","1","NA","848.25","593.56","NA","1","1",,"1",1,,,,,
"2011","SE",42199,"1","2011","38",38982,33587,0,0,,,,,,,,,0,0,0,0,0,,0,,0,357,0,,5039,,"3","3","NA","1","1","1","1","1","1","1","3","6","4508.61","3","NA","2","2","2","2","1","2","4","2","1","NA","583.29","440.69","NA","1","1",,"1",1,,,,,
"2011","SE",42220,"4","2011","36",15977,11310,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4667,,"3","3","NA","1","1","NA","1","1","1","1","1","6","NA","2","NA","2","1","2","2","4","3","2","2","1","NA","NA","410.07","NA","1","1",,"1",1,,,,,
"2011","SE",42225,"3","2011","6",35360,23797,0,0,,,,,,,,,0,0,0,0,0,,488,,0,0,0,,11563,,"3","3","3","1","1","2","1","1","1","1","1","6","NA","1","3","2","2","2","1","4","2","6","2","1","NA","978.47","545.75","NA","1","1",,"1",1,,,,,
"2011","SE",42237,"4","2011","16",22496,14609,0,0,,,,,,,,,0,0,0,3182,0,,0,,0,848,0,,7040,,"3","3","NA","1","2","1","1","1","1","1","1","4","2621.29","2","NA","2","2","2","2","1","3","2","2","1","NA","1092.24","473.51","NA","1","1",,"1",1,,,,,
"2011","SE",42238,"3","2011","33",12266,9854,0,0,,,,,,,,,0,0,0,0,0,,65,,0,0,0,,2412,,"3","3","3","1","1","1","1","1","1","1","1","2","1572.77","1","NA","2","2","2","1","1","2","2","2","1","NA","NA","711.84","NA","1","1",,"1",1,,,,,
"2011","SE",42272,"3","2011","29",56957,46944,0,0,,,,,,,,,0,0,0,0,0,,81,,0,0,0,,10013,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","1","NA","2","2","2","2","1","2","5","2","1","NA","848.25","513.77","NA","1","1",,"1",1,,,,,
"2011","SE",42297,"1","2011","18",7911,3596,0,0,,,,,,,,,0,0,0,2569,0,,27,,0,579,0,,3736,,"3","3","NA","1","1","2","1","1","1","1","2","5","NA","NA","NA","2","2","2","1","1","2","4","2","1","712.99","NA","729.03","NA","1","1",,"1",1,,,,,
"2011","SE",42299,"1","2011","11",45918,43846,0,0,,,,,,,,,0,0,0,5071,0,,39,,0,297,0,,1775,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","2","2","2","2","2","2","2","3","2","1","NA","787.02","545.75","NA","1","1",,"1",1,,,,,
"2011","SE",42331,"4","2011","14",32650,21337,0,0,,,,,,,,,0,0,0,6549,0,,329,,0,0,0,,11313,,"3","3","3","1","1","1","1","1","3","1","3","5","NA","NA","NA","2","2","2","2","4","2","4","2","1","NA","787.02","995.15","NA","1","1",,"1",1,,,,,
"2011","SE",42334,"4","2011","15",11040,3838,0,0,,,,,,,,,0,0,0,0,0,,1023,,0,0,0,,7202,,"3","3","NA","1","1","NA","1","1","1","1","1","5","1887.33","1","NA","2","2","2","2","3","2","4","2","1","NA","NA","504.55","NA","1","1",,"1",1,,,,,
"2011","SE",42344,"2","2011","12",25766,20614,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5152,,"3","3","3","1","1","1","1","1","1","1","1","4","1572.77","3","NA","2","2","2","2","1","1","6","2","1","NA","848.25","615.27","NA","1","1",,"1",1,,,,,
"2011","SE",42354,"3","2011","31",53923,46458,0,0,,,,,,,,,0,0,35145,0,0,,0,,0,0,0,,7465,,"3","3","3","1","1","1","1","1","1","1","1","6","1048.51","3","3","2","2","2","2","1","2","6","2","1","NA","1092.24","494.48","NA","1","1",,"1",1,,,,,
"2011","SE",42358,"3","2011","17",23656,19386,0,0,,,,,,,,,0,0,0,0,0,,20,,0,1080,0,,3190,,"3","3","NA","1","1","1","1","1","1","1","1","6","3145.54","3","3","2","2","2","1","1","2","6","2","1","NA","NA","526.46","NA","1","1",,"1",1,,,,,
"2011","SE",42392,"3","2011","57",4316,-3140,0,0,,,,,,,,,0,0,0,0,0,,0,,0,519,0,,6938,,"3","3","3","1","1","1","1","1","1","1","1","4","3145.54","1","1","2","2","2","2","4","2","2","2","1","NA","848.25","497.42","NA","1","1",,"1",1,,,,,
"2011","SE",42397,"1","2011","20",44562,34073,0,0,,,,,,,,,0,0,0,0,0,,62,,0,0,0,,10489,,"3","3","NA","1","1","1","1","1","1","1","3","6","1048.51","1","NA","2","2","2","2","1","2","5","2","1","NA","848.25","494.27","NA","1","1",,"1",1,,,,,
"2011","SE",42407,"3","2011","40",37546,32533,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5013,,"3","3","NA","1","1","1","1","1","1","1","1","3","3145.54","3","NA","2","2","2","2","4","2","1","2","1","NA","978.47","470.36","NA","1","1",,"1",1,,,,,
"2011","SE",42408,"3","2011","17",8973,6918,0,0,,,,,,,,,0,0,0,1066,0,,0,,0,527,0,,1528,,"3","3","3","1","1","1","1","1","1","1","1","5","3145.54","1","2","2","2","2","2","1","2","4","2","1","NA","848.25","794.67","NA","1","1",,"1",1,,,,,
"2011","SE",42417,"3","2011","8",15771,12513,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3258,,"3","3","1","1","1","1","1","1","1","1","1","6","20970.3","3","3","2","2","2","2","1","2","6","2","1","NA","1092.24","494.48","NA","1","1",,"1",1,,,,,
"2011","SE",42445,"3","2011","41",6790,2357,0,0,,,,,,,,,0,0,0,0,0,,0,,0,635,0,,3797,,"3","3","NA","2","1","1","1","1","1","1","3","2","2097.03","3","2","2","2","2","1","4","2","3","2","1","419.41","981.3","601.74","NA","1","1",,"1",1,,,,,
"2011","SE",42448,"3","2011","12",27669,15791,0,0,,,,,,,,,0,0,0,0,0,,1247,,0,0,0,,11877,,"NA","3","NA","1","1","1","1","1","1","1","1","6","5242.57","3","NA","2","2","2","2","1","2","6","2","1","NA","1092.24","879.39","NA","1","1",,"1",1,,,,,
"2011","SE",42449,"3","2011","9",1047,-4374,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5421,,"3","3","3","1","1","1","1","1","1","1","1","4","2621.29","3","NA","2","2","2","2","4","3","4","2","1","NA","NA","646.72","NA","1","1",,"1",1,,,,,
"2011","SE",42476,"1","2011","11",38258,31639,0,0,,,,,,,,,0,0,0,0,0,,23,,0,0,0,,6620,,"3","3","3","1","2","1","1","1","1","1","3","6","NA","3","NA","2","2","1","2","1","2","4","2","1","996.09","NA","751.26","NA","1","1",,"1",1,,,,,
"2011","SE",42485,"3","2011","17",20379,17156,0,0,,,,,,,,,0,0,0,0,0,,276,,0,0,0,,3223,,"3","3","NA","1","1","1","1","1","1","1","3","6","1782.48","3","NA","2","2","2","2","1","1","3","2","1","NA","1092.24","NA","0","1","1",,"1",1,,,,,
"2011","SE",42510,"2","2011","20",27616,25813,0,0,,,,,,,,,0,0,0,0,0,,26,,0,0,0,,1803,,"3","3","NA","1","1","2","1","1","1","1","1","5","1153.37","3","1","2","2","2","2","3","1","5","2","1","NA","719.18","422.76","NA","1","1",,"1",1,,,,,
"2011","SE",42538,"4","2011","24",13362,10217,0,0,,,,,,,,,0,0,0,1757,0,,0,,0,796,0,,2349,,"3","3","3","1","1","1","1","1","1","1","1","5","1258.22","2","3","2","2","2","2","4","2","2","2","1","335.52","NA","374.21","NA","1","1",,"1",1,,,,,
"2011","SE",42546,"3","2011","14",4872,357,0,0,,,,,,,,,0,0,0,0,0,,0,,0,485,0,,4030,,"3","3","3","2","1","1","1","1","1","1","1","2","NA","3","NA","2","2","2","2","2","3","2","2","1","NA","719.18","403.05","NA","1","1",,"1",1,,,,,
"2011","SE",42577,"3","2011","19",50986,44387,0,0,,,,,,,,,0,0,0,0,0,,3370,,0,0,0,,6599,,"3","3","NA","1","1","1","1","1","1","1","1","4","1572.77","3","NA","2","2","2","2","4","2","6","1","1","NA","978.47","479.59","NA","1","1",,"1",1,,,,,
"2011","SE",42581,"3","2011","12",11979,1422,0,0,,,,,,,,,0,0,0,1527,0,,0,,0,0,0,,10557,,"3","3","NA","1","1","2","1","1","1","1","3","4","1258.22","3","NA","1","2","2","2","1","2","1","2","1","NA","524.68","655.32","NA","1","1",,"1",1,,,,,
"2011","SE",42588,"1","2011","15",15392,9234,0,0,,,,,,,,,0,0,0,1656,0,,0,,0,0,0,,6158,,"3","3","3","2","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","5","2","1","838.81","978.47","399.38","NA","1","1",,"1",1,,,,,
"2011","SE",42593,"2","2011","25",23579,19978,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3601,,"3","3","NA","1","1","1","1","1","1","1","3","6","2621.29","3","NA","2","2","1","2","1","2","6","2","1","NA","978.47","391.1","NA","1","1",,"1",1,,,,,
"2011","SE",42596,"2","2011","44",26886,19978,0,0,,,,,,,,,0,0,0,6220,0,,0,,0,0,0,,6908,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","2","4","2","1","NA","848.25","691.91","NA","1","1",,"1",1,,,,,
"2011","SE",42650,"2","2011","14",18744,13388,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5356,,"3","3","NA","2","1","1","1","1","1","1","1","NA","733.96","3","3","2","2","2","2","1","1","3","2","1","NA","586.96","545.33","NA","1","1",,"1",1,,,,,
"2011","SE",42660,"1","2011","15",18284,13557,0,0,,,,,,,,,0,0,0,0,0,,0,,0,669,0,,4058,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","1","4","2","6","2","1","NA","848.25","1038.24","NA","1","1",,"1",1,,,,,
"2011","SE",42670,"1","2011","40",57847,52504,0,0,,,,,,,,,0,0,0,0,0,,8,,0,204,0,,5139,,"NA","3","NA","2","1","1","1","1","1","1","3","4","3145.54","3","3","2","2","2","2","4","2","2","2","1","NA","NA","642.74","NA","1","1",,"1",1,,,,,
"2011","SE",42674,"1","2011","21",14081,10952,0,0,,,,,,,,,0,0,0,0,0,,156,,0,0,0,,3129,,"3","3","NA","1","1","1","1","1","1","1","3","4","2621.29","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","658.68","NA","1","1",,"1",1,,,,,
"2011","SE",42707,"3","2011","49",35261,29379,0,0,,,,,,,,,0,0,0,0,0,,2,,0,396,0,,5487,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","4","2","4","2","1","NA","848.25","383.55","NA","1","1",,"1",1,,,,,
"2011","SE",42708,"1","2011","8",20114,17953,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2161,,"3","3","NA","1","1","1","1","1","1","1","2","6","1363.07","2","NA","2","2","2","2","4","3","3","2","1","342.65","719.18","553.72","NA","1","1",,"1",1,,,,,
"2011","SE",42719,"1","2011","NA",15567,10676,0,0,,,,,,,,,0,0,0,0,0,,1852,,0,0,0,,4892,,"3","3","NA","2","1","1","1","1","1","1","1","4","4508.61","2","NA","2","2","2","2","1","3","6","2","1","NA","848.25","640.54","NA","1","1",,"1",1,,,,,
"2011","SE",42733,"3","2011","30",40398,33555,0,0,,,,,,,,,0,0,0,0,0,,73,,0,0,0,,6843,,"3","3","NA","1","1","2","1","1","1","1","3","4","2621.29","2","3","2","2","2","2","1","3","4","2","1","NA","981.3","653.12","NA","1","1",,"1",1,,,,,
"2011","SE",42756,"2","2011","9",30656,23572,0,0,,,,,,,,,0,0,0,0,0,,1000,,0,0,0,,7085,,"3","3","3","1","1","1","1","1","1","1","2","6","3145.54","3","3","2","2","2","2","1","2","5","2","1","NA","978.47","729.03","NA","1","1",,"1",1,,,,,
"2011","SE",42766,"4","2011","11",47727,39314,0,0,,,,,,,,,0,0,0,0,0,,70,,0,628,0,,7785,,"NA","3","NA","1","1","1","1","1","1","1","1","2","838.81","1","NA","2","2","2","NA","4","2","3","2","1","NA","848.25","366.98","NA","1","1",,"1",1,,,,,
"2011","SE",42769,"4","2011","13",6675,5208,0,0,,,,,,,,,0,0,0,0,0,,85,,0,81,0,,1386,,"3","3","3","NA","1","1","1","1","1","1","1","4","1258.22","3","NA","2","1","2","2","1","2","5","2","1","NA","385.75","504.44","NA","1","1",,"1",1,,,,,
"2011","SE",42774,"2","2011","9",9979,7832,0,0,,,,,,,,,0,0,0,0,0,,134,,0,0,0,,2147,,"3","1","NA","1","1","1","1","1","1","1","3","4","838.81","3","2","2","2","2","1","1","2","5","2","1","580.25","NA","434.29","NA","1","1",,"1",1,,,,,
"2011","SE",42789,"2","2011","8",58241,56581,0,0,,,,,,,,,0,0,0,0,0,,580,,0,385,0,,1275,,"3","3","3","1","1","1","1","1","1","1","1","6","4194.06","3","3","2","1","1","2","1","2","1","2","1","786.39","837.55","682.16","NA","1","1",,"1",1,,,,,
"2011","SE",42790,"2","2011","8",32017,25091,0,0,,,,,,,,,0,0,0,0,0,,2522,,0,993,0,,5934,,"3","3","NA","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","2","3","4","2","1","NA","NA","1124.85","0","1","1",,"1",1,,,,,
"2011","SE",42809,"3","2011","30",19824,12201,0,0,,,,,,,,,0,0,0,0,0,,1524,,0,557,0,,7067,,"3","3","3","1","1","2","1","1","1","1","1","6","NA","2","2","2","2","2","2","1","2","1","2","1","NA","1092.24","494.27","NA","3","1",,"1",1,,,,,
"2011","SE",42819,"4","2011","26",32664,29990,0,0,,,,,,,,,0,0,0,1715,0,,1461,,0,0,0,,2674,,"3","3","3","1","2","1","1","1","1","1","1","4","2621.29","3","3","2","2","2","2","4","3","2","1","1","NA","NA","670","NA","1","1",,"1",1,,,,,
"2011","SE",42826,"1","2011","15",40052,28816,0,0,,,,,,,,,0,0,0,17211,0,,845,,0,1849,0,,9387,,"NA","3","NA","1","1","1","1","1","1","1","1","6","1258.22","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","499.09","NA","1","1",,"1",1,,,,,
"2011","SE",42827,"1","2011","10",38013,26591,0,0,,,,,,,,,0,0,0,6763,0,,133,,0,0,0,,11422,,"3","3","NA","1","1","1","1","1","1","1","1","6","3145.54","3","3","2","2","2","2","1","2","4","2","1","NA","848.25","549.32","NA","1","1",,"1",1,,,,,
"2011","SE",42866,"3","2011","14",20563,17979,0,0,,,,,,,,,0,0,0,0,0,,2241,,0,0,0,,2584,,"3","3","3","1","1","1","1","1","1","1","1","5","2097.03","1","3","2","2","2","2","1","2","6","1","1","NA","1092.24","527.93","NA","1","1",,"1",1,,,,,
"2011","SE",42869,"1","2011","13",38406,28639,0,0,,,,,,,,,0,0,0,146,0,,5,,0,0,0,,9766,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","696","401.27","NA","1","1",,"1",1,,,,,
"2011","SE",42871,"3","2011","13",24719,14836,0,0,,,,,,,,,0,0,0,0,0,,376,,0,0,0,,9883,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","2","2","2","1","NA","848.25","886.2","0","1","1",,"1",1,,,,,
"2011","SE",42905,"3","2011","17",37008,22354,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14654,,"3","3","3","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","1","2","4","2","1","NA","848.25","691.91","NA","1","1",,"1",1,,,,,
"2011","SE",42925,"1","2011","61",7234,87,0,0,,,,,,,,,0,0,0,2424,0,,10,,0,404,0,,6743,,"3","3","3","2","1","1","1","1","1","1","1","6","524.26","3","NA","2","2","2","2","1","3","1","2","1","283.1","978.47","527.51","NA","1","1",,"1",1,,,,,
"2011","SE",42927,"3","2011","20",23142,17954,0,0,,,,,,,,,0,0,0,6139,0,,17,,0,0,0,,5188,,"3","1","NA","2","1","2","1","1","1","1","1","6","NA","2","NA","2","1","2","2","1","1","2","2","1","576.68","NA","577.84","NA","1","1",,"1",1,,,,,
"2011","SE",42939,"1","2011","10",6341,104,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6237,,"3","3","NA","1","1","2","1","1","1","1","1","3","NA","2","NA","2","2","2","2","4","2","4","1","1","NA","1092.24","1036.98","NA","1","1",,"1",1,,,,,
"2011","SE",42943,"3","2011","19",26133,21992,0,0,,,,,,,,,0,0,0,0,0,,132,,0,660,0,,3481,,"3","3","NA","1","1","2","1","1","1","1","1","6","4194.06","3","NA","2","2","2","2","1","2","1","2","1","NA","1092.24","513.77","NA","1","1",,"1",1,,,,,
"2011","SE",42970,"1","2011","21",35009,34851,0,0,,,,,,,,,0,0,0,103,0,,56,,0,0,0,,159,,"3","3","NA","1","1","1","1","1","1","1","1","5","3669.8","3","NA","2","2","2","2","4","3","6","2","1","1092.24","NA","615.27","NA","1","1",,"1",1,,,,,
"2011","SE",42977,"3","2011","31",38070,28861,0,0,,,,,,,,,0,0,0,0,0,,7022,,0,755,0,,8453,,"3","3","NA","1","1","1","1","1","1","1","1","4","20970.3","2","3","2","2","2","2","1","2","4","2","1","NA","1092.24","1038.24","NA","1","1",,"1",1,,,,,
"2011","SE",43051,"4","2011","23",32625,28914,0,0,,,,,,,,,0,0,0,3957,0,,0,,0,739,0,,2972,,"3","3","3","2","1","1","1","1","1","1","1","4","4194.06","2","NA","2","2","1","2","1","2","4","2","1","996.09","719.18","680.8","NA","1","1",,"1",1,,,,,
"2011","SE",43083,"3","2011","8",18519,17082,0,0,,,,,,,,,0,0,0,0,0,,0,,0,131,0,,1306,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","1","2","2","2","4","2","2","2","1","NA","837.55","305.22","NA","1","1",,"1",1,,,,,
"2011","SE",43092,"2","2011","13",47872,39179,0,0,,,,,,,,,0,0,0,0,0,,13198,,0,0,0,,8693,,"3","3","3","1","1","1","1","1","1","1","1","3","NA","3","2","2","2","2","1","1","2","3","2","1","NA","NA","779.15","NA","1","1",,"1",1,,,,,
"2011","SE",43094,"3","2011","10",6746,1577,0,0,,,,,,,,,0,0,0,0,0,,320,,0,0,0,,5170,,"3","3","3","1","1","1","1","1","3","1","1","4","NA","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","570.6","NA","1","1",,"1",1,,,,,
"2011","SE",43096,"1","2011","13",22412,12201,0,0,,,,,,,,,0,0,0,4384,0,,0,,0,0,0,,10210,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","2","2","2","2","2","1","2","5","2","1","NA","NA","850.76","NA","1","1",,"1",1,,,,,
"2011","SE",43101,"1","2011","15",132,-1359,0,0,,,,,,,,,0,0,0,131,0,,0,,0,0,0,,1490,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2621.29","3","1","2","2","2","2","4","3","5","2","1","NA","NA","371.38","NA","1","1",,"1",1,,,,,
"2011","SE",43106,"1","2011","19",21731,14967,0,0,,,,,,,,,0,0,0,0,0,,1,,0,505,0,,6259,,"3","3","NA","2","1","1","1","1","3","1","3","3","NA","3","NA","2","2","2","2","4","2","4","2","1","NA","NA","347.16","NA","1","1",,"1",1,,,,,
"2011","SE",43111,"3","2011","17",18438,18353,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,86,,"3","3","3","1","1","1","1","1","1","1","1","4","2097.03","3","3","2","2","2","2","2","3","2","2","1","NA","981.3","567.35","NA","1","1",,"1",1,,,,,
"2011","SE",43118,"1","2011","14",20554,17872,0,0,,,,,,,,,0,0,0,747,0,,0,,0,215,0,,2467,,"3","3","NA","1","1","1","1","1","1","1","2","6","3145.54","3","NA","2","2","1","1","1","2","3","2","1","NA","978.47","526.46","NA","1","1",,"1",1,,,,,
"2011","SE",43128,"2","2011","51",35495,34201,0,0,,,,,,,,,0,0,0,8444,0,,64,,0,217,0,,1076,,"3","3","NA","1","1","1","1","1","1","1","3","3","2097.03","3","2","2","2","2","2","1","2","6","2","1","NA","848.25","1038.24","NA","1","1",,"1",1,,,,,
"2011","SE",43141,"1","2011","8",10225,9501,0,0,,,,,,,,,0,0,0,0,0,,151,,0,0,0,,723,,"3","3","NA","1","1","1","1","1","1","1","1","4","314.55","3","2","2","2","2","2","4","2","2","2","1","492.8","NA","500.46","NA","1","1",,"1",1,,,,,
"2011","SE",43151,"4","2011","13",31369,29259,0,0,,,,,,,,,0,0,0,0,0,,2306,,0,0,0,,2110,,"3","3","NA","1","1","1","1","1","1","1","1","6","3669.8","1","NA","2","2","2","2","1","2","5","1","1","NA","848.25","691.91","NA","1","1",,"1",1,,,,,
"2011","SE",43155,"1","2011","9",18605,5016,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13589,,"3","3","NA","2","1","1","1","1","1","1","1","3","1782.48","3","NA","2","2","2","2","1","2","2","2","1","NA","476.13","556.87","NA","1","1",,"1",1,,,,,
"2011","SE",43158,"3","2011","18",65736,53791,0,0,,,,,,,,,0,0,0,0,0,,38451,,0,0,0,,11945,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","6","2","1","NA","981.3","880.12","NA","1","1",,"1",1,,,,,
"2011","SE",43159,"4","2011","16",25300,21370,0,0,,,,,,,,,0,0,0,437,0,,0,,0,28,0,,3902,,"3","3","NA","1","1","1","1","1","1","1","1","5","4718.32","1","NA","2","2","2","2","1","NA","2","2","1","NA","978.47","366.98","NA","1","1",,"1",1,,,,,
"2011","SE",43170,"2","2011","23",14759,11683,0,0,,,,,,,,,0,0,0,0,0,,541,,0,147,0,,2928,,"3","3","NA","1","1","1","1","2","1","1","1","5","1572.77","NA","NA","2","2","2","2","1","2","6","2","1","NA","NA","991.48","NA","1","1",,"1",1,,,,,
"2011","SE",43177,"3","2011","10",17156,15282,0,0,,,,,,,,,0,0,0,0,0,,619,,0,0,0,,1874,,"3","3","3","2","1","1","1","1","1","1","1","6","1258.22","2","NA","2","2","2","2","3","3","4","2","1","NA","848.25","741.3","NA","1","1",,"1",1,,,,,
"2011","SE",43182,"3","2011","35",32556,28693,0,0,,,,,,,,,0,0,0,0,0,,29,,0,155,0,,3708,,"3","3","NA","1","1","1","1","1","1","1","1","6","5242.57","3","NA","2","2","2","2","1","2","6","2","1","NA","848.25","653.75","NA","1","1",,"1",1,,,,,
"2011","SE",43197,"4","2011","16",28484,27485,0,0,,,,,,,,,0,0,0,0,0,,25,,0,67,0,,932,,"3","3","NA","1","1","1","1","1","2","1","3","6","2621.29","3","NA","2","2","2","1","1","3","1","2","1","NA","NA","704.81","NA","1","1",,"1",1,,,,,
"2011","SE",43205,"3","2011","42",37420,36189,0,0,,,,,,,,,0,0,8673,0,0,,0,,0,0,0,,1231,,"3","3","3","1","1","2","1","1","1","1","NA","5","NA","1","NA","2","2","2","2","1","2","4","2","1","NA","NA","751.26","NA","1","1",,"1",1,,,,,
"2011","SE",43238,"3","2011","20",8843,5543,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3300,,"3","1","NA","1","2","2","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","6","2","1","NA","848.25","661.82","NA","1","1",,"1",1,,,,,
"2011","SE",43240,"2","2011","16",20106,15100,0,0,,,,,,,,,0,0,0,0,0,,810,,0,0,0,,5007,,"3","3","NA","1","1","1","1","1","1","1","1","5","2097.03","2","NA","2","2","2","2","1","2","5","2","1","NA","848.25","522.06","NA","1","1",,"1",1,,,,,
"2011","SE",43244,"1","2011","7",21257,20773,0,0,,,,,,,,,0,0,0,0,0,,14,,0,27,0,,457,,"NA","3","3","1","1","1","1","1","3","1","1","6","1258.22","3","NA","2","2","2","2","1","2","4","2","1","671.05","978.47","527.3","NA","1","1",,"1",1,,,,,
"2011","SE",43252,"3","2011","11",27444,21907,0,0,,,,,,,,,0,0,0,0,0,,663,,0,543,0,,4994,,"3","3","NA","2","2","2","1","1","1","1","1","5","1834.9","3","2","2","2","2","2","2","2","4","2","1","NA","848.25","629.84","NA","1","1",,"1",1,,,,,
