"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","SE",32898,"3","2013","19",36108,21577,0,0,,,,,,,,0,0,0,0,0,,206,,0,617,0,,13915,,"3","3","2","1","1","2","1","1","1","1","1","5","4021.09","3","NA","2","2","2","2","1","1","3","2","1","1034","1201.39","733.79","382.96","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32908,"2","2013","11",105758,86099,0,0,,,,,,,,0,593,0,0,0,,1174,,12,730,0,,18929,,"3","3","3","1","1","1","1","1","1","1","1","6","1723.33","1","NA","2","2","2","1","1","3","4","2","1","1201.39","1322.14","1119.36","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32922,"2","2013","16",90319,89586,0,0,,,,,,,,0,6128,0,0,0,,69,,287,0,0,,733,,"3","3","NA","1","1","NA","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","5","2","1","NA","1196.79","878.09","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32932,"1","2013","11",126808,106572,0,0,,,,,,,,0,4886,0,0,0,,0,,0,1494,0,,18741,,"3","3","NA","1","1","1","1","3","1","1","1","5","1493.55","1","1","2","2","1","2","4","3","5","2","1","NA","NA","646.59","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32946,"1","2013","23",255327,241378,0,0,,,,,,,,0,1734,0,0,0,,280,,0,0,0,,13949,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","3","2","1","NA","1322.14","987.7","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",32948,"2","2013","14",85898,50158,0,0,,,,,,,,0,4639,0,0,0,,0,,0,3720,0,,32020,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","3","4","2","1","NA","577.08","686.8","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",32956,"2","2013","16",85285,73730,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11556,,"3","3","3","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","4","2","1","NA","776.88","987.7","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32975,"4","2013","22",84871,49888,0,0,,,,,,,,0,999,0,0,0,,273,,114,1905,0,,33079,,"3","3","NA","1","1","2","1","1","1","1","3","6","NA","3","NA","2","2","2","2","4","3","6","1","1","1201.39","1022.97","1239.07","191.48","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",32978,"3","2013","12",32693,7037,0,0,,,,,,,,0,810,0,0,0,,255,,0,1076,0,,24581,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","1","3","2","2","2","2","4","2","4","2","1","1201.39","1031.7","476.21","34.47","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33023,"3","2013","16",88117,65165,0,0,,,,,,,,0,1347,0,0,0,,405,,10,0,0,,22952,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","2","6","2","1","NA","1322.14","1756.41","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33027,"1","2013","52",96704,71392,0,0,,,,,,,,0,4722,0,0,0,,27,,0,2929,0,,22383,,"3","3","3","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","1581.09","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33031,"2","2013","28",128318,119425,0,0,,,,,,,,0,0,0,0,0,,421,,0,290,0,,8603,,"3","3","NA","1","1","1","1","1","1","1","3","6","5744.42","3","3","2","2","2","2","1","2","6","2","1","NA","1022.97","1061.22","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33053,"2","2013","15",44775,42078,0,0,,,,,,,,0,0,0,0,0,,13,,0,318,0,,2379,,"3","3","NA","1","1","1","1","1","1","1","1","4","5744.42","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","558.24","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33071,"4","2013","20",85548,74214,0,0,,,,,,,,0,0,0,0,0,,1375,,0,1530,0,,9804,,"3","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","807.32","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33081,"2","2013","16",43169,35138,0,0,,,,,,,,0,152,0,0,0,,46,,1,191,0,,7840,,"3","3","NA","1","1","2","1","1","1","1","1","6","1723.33","3","3","1","2","2","2","1","2","1","2","1","NA","961.96","841.9","402.11","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33117,"4","2013","21",83741,78086,0,0,,,,,,,,0,0,0,0,0,,2082,,0,272,0,,5383,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","3","2","2","2","1","4","2","5","2","1","NA","1322.14","1108.79","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33125,"4","2013","27",85497,77989,0,0,,,,,,,,0,0,0,0,0,,662,,0,572,0,,6935,,"3","3","3","1","1","1","1","1","1","1","1","6","1723.33","2","NA","2","2","2","2","4","2","2","2","1","NA","1322.14","387.98","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33140,"3","2013","15",60755,43406,0,0,,,,,,,,0,569,0,0,0,,340,,0,1796,0,,15553,,"3","3","NA","2","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","1","2","2","3","6","2","1","NA","1322.14","635.79","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33142,"2","2013","13",84045,61946,0,0,,,,,,,,0,0,7745,0,0,,0,,0,856,0,,21243,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33152,"1","2013","14",75853,41545,0,0,,,,,,,,0,2475,0,0,0,,215,,245,904,0,,33404,,"NA","3","NA","1","1","NA","1","1","1","1","1","6","1953.1","3","NA","2","2","2","2","4","1","4","2","1","NA","1022.97","987.7","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33176,"2","2013","18",76522,47217,0,0,,,,,,,,0,0,0,0,0,,227,,0,730,0,,28575,,"3","3","NA","1","1","1","1","1","1","1","1","2","3446.65","3","NA","2","2","2","2","1","3","5","2","1","1201.39","1196.79","1080.18","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33188,"4","2013","18",61914,48010,0,0,,,,,,,,0,27036,0,0,0,,105,,0,0,0,,13904,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","762.86","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33197,"1","2013","47",93295,80788,0,0,,,,,,,,0,1445,0,0,0,,395,,165,295,0,,12212,,"3","3","NA","1","1","1","1","1","1","1","3","4","3446.65","3","NA","2","2","2","2","1","2","5","2","1","NA","874.07","1097.53","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33200,"4","2013","42",118007,100102,0,0,,,,,,,,0,955,0,0,0,,1572,,53,6778,0,,11128,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","2","4","2","1","NA","874.07","827.54","34.47","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33210,"3","2013","31",109425,101231,0,0,,,,,,,,0,10990,0,0,0,,765,,0,335,0,,7860,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","1031.7","360.63","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33212,"1","2013","33",111169,100698,0,0,,,,,,,,0,0,0,0,0,,904,,0,248,0,,10223,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","4","3","4","2","1","1344.19","961.96","662.1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33233,"2","2013","36",92587,81831,0,0,,,,,,,,0,2059,0,0,2236,,236,,0,753,0,,10003,,"3","3","NA","2","1","1","1","1","1","1","1","6","3446.65","2","NA","2","2","2","2","3","2","3","2","1","NA","1322.14","878.09","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33250,"3","2013","33",112312,103243,0,0,,,,,,,,0,827,0,0,0,,248,,6,978,0,,8091,,"3","3","NA","1","1","1","1","1","3","1","1","5","NA","3","NA","2","2","2","2","2","2","4","2","1","NA","1322.14","635.79","0","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33288,"1","2013","29",61223,45077,0,0,,,,,,,,0,1442,0,0,0,,468,,45,324,0,,15823,,"NA","3","NA","1","1","1","1","1","3","1","3","6","3446.65","3","NA","2","2","1","2","4","3","6","2","1","NA","1022.97","633.38","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33328,"2","2013","20",72677,55109,0,0,,,,,,,,0,0,0,0,0,,2,,0,1894,0,,15673,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","1","1","2","5","2","1","NA","874.07","558.24","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33390,"2","2013","27",54941,49318,0,0,,,,,,,,0,0,0,0,0,,7487,,0,578,0,,5045,,"3","3","NA","1","1","1","1","1","3","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","874.07","1386.36","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33393,"3","2013","19",47857,33287,0,0,,,,,,,,0,545,0,0,0,,273,,66,444,0,,14126,,"3","3","NA","1","1","1","1","1","1","1","1","6","1953.1","3","NA","2","2","2","2","1","2","4","1","1","NA","1201.39","650.96","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33400,"3","2013","26",104848,89306,0,0,,,,,,,,0,2336,0,0,0,,778,,213,2098,0,,13445,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","2","4","2","1","NA","1022.97","853.05","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33405,"2","2013","24",90140,66303,0,0,,,,,,,,0,12061,0,0,0,,206,,0,778,0,,23058,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","2","4","2","1","NA","1022.97","781.47","114.89","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33427,"1","2013","18",22182,-4075,0,0,,,,,,,,0,0,0,0,0,,275,,0,3859,0,,22398,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","1","2","2","2","1","3","4","2","1","NA","NA","987.7","0","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33428,"2","2013","18",44507,26763,0,0,,,,,,,,0,0,0,0,0,,661,,0,550,0,,17194,,"3","3","3","1","1","1","1","1","1","1","1","6","1148.88","3","3","2","2","2","2","4","2","6","1","1","NA","1022.97","1093.97","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33439,"2","2013","13",40689,24184,0,0,,,,,,,,0,0,0,0,0,,220,,0,435,0,,16070,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","1201.39","695.65","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33456,"1","2013","15",45097,33764,0,0,,,,,,,,0,1962,0,0,0,,10,,0,668,0,,10664,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","2","2","2","2","2","2","2","4","2","1","NA","1196.79","944.27","344.67","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",33470,"4","2013","24",33958,21314,0,0,,,,,,,,0,2688,0,0,0,,592,,0,413,0,,12231,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","1022.97","823.63","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33505,"3","2013","29",66884,55365,0,0,,,,,,,,0,0,0,1611,0,,1523,,0,483,0,,11037,,"3","3","NA","1","1","1","1","1","1","1","3","6","NA","3","3","2","2","2","2","1","2","4","2","1","NA","1201.39","1080.18","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33518,"3","2013","15",129117,85343,0,0,,,,,,,,0,0,0,0,0,,248,,0,1945,0,,41829,,"3","3","NA","1","1","1","1","1","1","1","3","6","2297.77","3","NA","2","2","2","2","1","1","6","2","1","NA","1322.14","823.63","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33582,"4","2013","36",62052,-8187,0,0,,,,,,,,0,0,0,0,0,,26,,0,0,0,,70239,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2297.77","3","NA","2","2","2","2","4","2","6","1","1","NA","1031.7","1581.09","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33591,"4","2013","32",85122,77034,0,0,,,,,,,,0,0,0,0,0,,6262,,0,1323,0,,6765,,"3","3","NA","1","1","1","1","1","3","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","776.88","1386.36","0","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33595,"4","2013","19",81933,50417,0,0,,,,,,,,0,0,0,0,0,,537,,0,12745,0,,18771,,"3","3","NA","1","1","1","1","3","1","1","1","6","3446.65","2","NA","2","2","1","2","1","1","4","2","1","NA","1031.7","552.96","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33597,"4","2013","45",121637,105490,0,0,,,,,,,,0,4948,52830,6519,0,,0,,0,403,0,,15744,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","1031.7","695.65","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33614,"2","2013","35",59945,48031,0,0,,,,,,,,0,5983,0,0,0,,67,,280,499,0,,11414,,"3","3","NA","1","1","2","1","1","1","1","1","6","1148.88","3","NA","1","2","2","2","1","2","4","2","1","NA","1031.7","987.7","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33632,"1","2013","18",48415,37323,0,0,,,,,,,,0,0,0,0,0,,178,,0,584,0,,10507,,"2","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","3","2","1","NA","1322.14","755.85","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33642,"3","2013","14",48461,38634,0,0,,,,,,,,0,0,0,0,0,,3414,,0,405,0,,9422,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","1022.97","552.96","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33650,"4","2013","18",48027,40418,0,0,,,,,,,,0,13945,0,0,0,,54,,0,690,0,,6918,,"3","3","NA","1","1","1","1","3","1","1","1","6","3446.65","3","NA","2","2","1","2","1","2","6","2","1","NA","1031.7","1097.53","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33684,"3","2013","38",109989,91680,0,0,,,,,,,,0,0,0,0,0,,330,,0,3749,0,,14559,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","4","2","6","2","1","NA","1322.14","552.96","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33694,"2","2013","15",39291,25875,0,0,,,,,,,,0,1006,0,0,0,,317,,0,1217,0,,12199,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","1031.7","1386.36","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33695,"2","2013","24",65343,57684,0,0,,,,,,,,0,0,0,0,0,,782,,0,886,0,,6773,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","1360.74","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33710,"2","2013","26",109201,84971,0,0,,,,,,,,0,7857,0,0,0,,241,,0,983,0,,23247,,"3","3","3","1","1","1","1","3","1","1","1","6","2297.77","3","3","1","2","2","2","1","2","3","2","1","NA","NA","1639.92","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33715,"2","2013","14",118287,101946,0,0,,,,,,,,0,0,0,0,0,,21318,,0,2051,0,,14290,,"3","3","1","2","1","NA","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","4","2","6","2","1","NA","1322.14","633.38","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33718,"1","2013","37",116677,75306,0,0,,,,,,,,0,1895,3636,0,1148,,826,,0,1076,0,,40295,,"3","3","3","1","1","2","1","1","1","1","1","5","1436.1","3","3","1","1","2","2","1","3","4","2","1","390.62","1322.14","644.52","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33724,"3","2013","15",100077,89880,0,0,,,,,,,,0,0,0,2556,0,,340,,0,0,0,,10197,,"3","3","NA","1","1","1","1","3","1","1","1","6","1148.88","3","NA","2","1","2","2","3","3","6","2","1","NA","1201.39","1097.53","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33749,"2","2013","23",81981,48597,0,0,,,,,,,,0,2012,0,0,0,,359,,0,793,0,,32591,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","1386.36","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33764,"3","2013","12",104857,93208,0,0,,,,,,,,0,0,0,0,0,,39,,0,442,0,,11206,,"3","3","NA","1","1","1","1","1","2","1","3","4","2297.77","2","2","2","2","2","2","1","2","6","2","1","NA","1201.39","1391.3","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33777,"1","2013","14",61795,40839,0,0,,,,,,,,0,5515,0,0,0,,25,,110,684,0,,20272,,"NA","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","1","6","2","1","NA","874.07","552.96","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33806,"4","2013","37",79723,68608,0,0,,,,,,,,0,0,0,4317,0,,8629,,0,1176,0,,9939,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","1581.09","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33869,"2","2013","23",44086,28711,0,0,,,,,,,,0,0,0,0,0,,43,,0,1592,0,,13783,,"3","3","NA","1","1","2","1","1","1","1","1","5","NA","2","NA","2","2","1","2","4","2","5","2","1","NA","1022.97","958.28","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33902,"1","2013","47",43014,24348,0,0,,,,,,,,0,0,0,0,0,,118,,0,693,0,,17973,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","2","1","6","2","1","NA","1322.14","1108.79","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33912,"3","2013","16",86525,75020,0,0,,,,,,,,0,2595,0,0,0,,708,,296,659,0,,10845,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","1","4","1","4","2","1","NA","1322.14","1581.09","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33916,"4","2013","26",83332,67932,0,0,,,,,,,,0,0,0,0,0,,441,,0,810,0,,14591,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","2","2","2","2","2","3","3","6","2","1","NA","1022.97","1039.4","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33927,"1","2013","42",75775,61657,0,0,,,,,,,,0,170,0,0,0,,153,,1,726,0,,13392,,"3","3","NA","2","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","4","2","1","1201.39","1201.39","1080.18","114.89","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33929,"4","2013","14",46150,23413,0,0,,,,,,,,0,0,0,0,0,,541,,0,2073,0,,20663,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","1","1","2","1","3","4","2","1","NA","776.88","811.46","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33949,"2","2013","20",25075,24761,0,0,,,,,,,,0,2204,0,0,0,,13,,0,10,0,,305,,"1","3","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","4","2","2","2","1","NA","1322.14","662.1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","SE",33957,"3","2013","11",113234,96029,0,0,,,,,,,,0,24910,0,0,0,,1,,0,1964,0,,15241,,"3","3","1","2","1","1","1","1","3","1","1","6","3446.65","3","NA","2","2","2","2","4","3","6","2","1","NA","874.07","1097.53","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",33998,"2","2013","16",10099,-6652,0,0,,,,,,,,0,0,0,0,0,,315,,0,1938,0,,14813,,"3","3","NA","1","1","1","1","1","1","1","3","6","1148.88","3","3","2","2","2","2","2","2","6","2","1","NA","1022.97","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","SE",34013,"4","2013","69",118383,103143,0,0,,,,,,,,0,3550,37900,4677,0,,0,,0,0,0,,15240,,"1","3","NA","1","1","1","1","1","1","1","1","4","3446.65","2","NA","2","2","2","2","1","3","5","2","1","NA","874.07","862.81","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",34026,"1","2013","37",66109,49977,0,0,,,,,,,,0,0,0,0,0,,2327,,0,951,0,,15181,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","1022.97","1097.53","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",34060,"2","2013","25",85392,75846,0,0,,,,,,,,0,0,0,0,0,,3072,,0,0,0,,9546,,"3","3","NA","1","1","1","1","3","1","1","1","6","1953.1","3","NA","2","2","2","2","4","2","6","2","1","NA","1022.97","635.79","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","SE",34119,"3","2013","46",101426,77285,0,0,,,,,,,,0,3875,0,0,0,,12,,0,4058,0,,20083,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","3","2","2","2","1","1","2","6","2","1","NA","1022.97","823.63","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
