"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","SE",56267,"3","2008","25",440,123,0,0,,,,,,,,0,0,0,0,0,,56,,0,0,0,,317,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2702.67","3","NA","2","2","2","2","4","1","4","2","1","NA","727.56","442.81","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56277,"4","2008","13",40277,34822,0,0,,,,,,,,0,0,0,0,0,,30,,0,0,0,,5455,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","5405.35","2","NA","2","2","2","1","1","1","2","2","1","313.51","NA","385.19","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56300,"4","2008","27",29458,14569,0,0,,,,,,,,0,0,0,0,0,,587,,0,758,0,,14131,"2","NA","2","NA","2","NA","1","1","1","1","3","1","1","1","4","2162.14","3","NA","2","2","2","2","1","2","3","2","1","NA","447.45","535.67","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56301,"2","2008","7",22671,16810,0,0,,,,,,,,0,0,0,0,0,,125,,0,191,0,,5670,"2","NA","2","NA","2","NA","2","1","1","1","1","3","3","1","5","1081.07","2","NA","2","1","2","2","4","2","3","2","1","584.53","NA","278.81","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56313,"3","2008","37",7099,502,0,0,,,,,,,,0,0,0,0,0,,0,,0,762,0,,5836,"2","NA","2","NA","2","NA","1","1","1","1","1","2","1","1","6","2702.67","1","NA","2","2","2","1","3","1","2","2","1","383.78","NA","551.45","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56361,"3","2008","13",41858,35016,0,0,,,,,,,,0,0,0,0,0,,1902,,0,0,0,,6842,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","1","4","2","1","NA","780.32","581.83","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56377,"4","2008","22",39925,30481,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9444,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","6","5405.35","2","NA","2","2","2","2","2","1","4","2","1","NA","NA","647.02","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56379,"4","2008","24",199793,175615,0,0,,,,,,,,0,0,0,0,0,,5094,,0,0,0,,24178,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","3243.21","2","NA","2","2","2","2","4","1","3","2","1","NA","898.48","668.53","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56406,"4","2008","12",38227,27099,0,0,,,,,,,,0,0,0,0,0,,1043,,0,0,0,,11128,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","NA","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56419,"4","2008","25",12336,8193,0,0,,,,,,,,0,0,0,0,0,,144,,0,464,0,,3679,"2","NA","2","NA","2","NA","1","1","NA","1","1","1","1","1","5","NA","3","NA","1","2","2","2","1","1","6","2","1","784.32","784.32","776.42","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56420,"4","2008","16",24123,16507,0,0,,,,,,,,0,0,0,0,0,,0,,0,465,0,,7152,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","2702.67","2","2","2","2","2","2","1","1","4","2","1","542.8","NA","385.19","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56425,"4","2008","13",21746,21488,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,258,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","1621.6","2","NA","2","2","1","2","1","1","5","2","1","NA","780.32","546.26","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56437,"4","2008","11",28974,24902,0,0,,,,,,,,0,0,0,0,0,,3811,,0,428,0,,3644,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","6486.42","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1324.63","1","NA","1","NA","1","2","NA","NA","2","1","NA","NA","1","2","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56444,"4","2008","45",24690,14940,0,0,,,,,,,,0,0,0,0,0,,0,,0,3209,0,,6541,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","3243.21","2","3","2","2","2","1","1","1","5","2","1","659.45","668.21","385.19","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56456,"4","2008","25",26563,22730,0,0,,,,,,,,0,0,0,0,0,,2415,,0,437,0,,3396,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","5","540.53","3","NA","2","2","2","2","4","1","4","2","1","483.24","NA","553.29","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56483,"4","2008","35",30931,25264,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5667,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","3","1","5","1","1","NA","784.32","445.4","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56485,"4","2008","15",25769,15967,0,0,,,,,,,,0,0,0,0,0,,0,,0,598,0,,9204,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","447.45","NA","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56501,"4","2008","20",31781,22926,0,0,,,,,,,,0,0,0,0,0,,0,,0,57,0,,8799,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","NA","NA","1","2","2","2","4","1","2","2","1","NA","898.48","581.83","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56508,"2","2008","28",21234,13448,0,0,,,,,,,,0,0,0,0,0,,163,,0,1323,0,,6463,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","540.53","3","2","1","2","1","2","4","1","5","2","1","NA","NA","389.51","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56518,"4","2008","40",56109,50220,0,0,,,,,,,,0,0,0,0,0,,29,,0,659,0,,5230,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","3243.21","3","NA","2","2","2","1","1","3","4","2","1","NA","784.32","426.59","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56532,"4","2008","14",44593,30302,0,0,,,,,,,,0,0,0,0,0,,3331,,0,1,0,,14290,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","1","5","2","1","NA","668.21","391.02","1","NA","1","NA","1","2","NA","NA","1","NA","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56536,"4","2008","10",17864,14305,0,0,,,,,,,,0,0,0,6782,0,,0,,0,0,0,,3559,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","1","1","NA","898.48","437.29","1","NA","1","NA","1","2","NA","NA","2","1","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56541,"3","2008","14",16378,11322,0,0,,,,,,,,0,0,0,0,0,,43,,0,0,0,,5056,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","NA","3","3","1","2","2","2","4","1","2","2","1","501.94","535.45","754.91","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56550,"4","2008","15",0,-7832,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7832,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","1","2","4","2","1","NA","784.32","699.78","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56551,"4","2008","10",21914,14335,0,0,,,,,,,,0,0,0,0,0,,497,,0,0,0,,7579,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3243.21","3","3","2","2","2","2","1","2","5","2","1","NA","NA","472.75","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56554,"4","2008","30",38773,38122,0,0,,,,,,,,0,0,0,0,0,,47,,0,0,0,,651,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","1","NA","3","3","2","1","2","2","1","1","6","2","1","668.21","898.48","570.48","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56560,"2","2008","20",48190,38420,0,0,,,,,,,,0,0,0,0,0,,331,,0,0,0,,9771,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","2","6","1621.6","3","NA","2","2","2","1","4","1","3","2","1","NA","668.21","668.53","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56562,"4","2008","19",43170,39401,0,0,,,,,,,,0,0,0,621,0,,0,,0,0,0,,3770,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","1","3459.42","2","NA","1","2","2","2","2","2","6","2","1","NA","NA","449.94","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56567,"4","2008","21",24587,19086,0,0,,,,,,,,0,0,0,8127,0,,0,,0,0,0,,5501,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","1513.5","3","NA","2","2","2","2","1","1","6","2","1","NA","535.45","NA","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56572,"3","2008","42",15131,5992,0,0,,,,,,,,0,0,0,0,0,,7,,0,2099,0,,7041,"2","NA","2","NA","2","NA","1","1","1","1","1","1","3","1","5","810.8","2","3","2","2","2","2","4","2","2","2","1","324.32","784.32","578.7","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56589,"3","2008","20",33497,29600,0,0,,,,,,,,0,0,0,0,0,,813,,0,0,0,,3897,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","NA","NA","NA","2","2","2","2","1","1","2","1","1","302.7","NA","398.05","1","NA","1","NA","NA","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56612,"4","2008","13",42917,37239,0,0,,,,,,,,0,0,0,0,0,,18,,0,0,0,,5678,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","6486.42","3","NA","2","2","2","1","4","1","6","2","1","NA","NA","322.48","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56614,"4","2008","12",39388,31598,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7790,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","1513.5","3","2","2","2","2","2","3","1","4","2","1","778.37","898.48","647.02","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56624,"4","2008","45",26250,23364,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2886,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1837.82","3","NA","2","2","2","2","4","1","4","2","1","NA","1017.83","570.48","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56630,"4","2008","14",29956,23682,0,0,,,,,,,,0,0,0,0,0,,173,,0,0,0,,6274,"2","NA","2","NA","2","NA","1","2","1","1","1","3","1","1","5","2702.67","3","NA","2","2","2","2","2","2","3","2","1","NA","NA","444.86","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56634,"4","2008","20",49277,41398,0,0,,,,,,,,0,0,0,0,0,,16490,,0,4,0,,7875,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","5","1","1","NA","784.32","503.99","1","NA","1","NA","1","NA","NA","NA","1","2","NA","NA","2","NA","2","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56644,"3","2008","26",1471,-772,0,0,,,,,,,,0,0,0,0,0,,1471,,0,0,0,,2243,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","1","1081.07","NA","3","2","2","2","2","3","3","2","2","1","NA","NA","473.72","2","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56649,"4","2008","13",13460,6294,0,0,,,,,,,,0,0,0,0,0,,17,,0,949,0,,6217,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","2","2","2","2","2","1","2","3","2","2","898.48","1017.83","592.64","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56654,"4","2008","19",5396,-5647,0,0,,,,,,,,0,0,0,0,0,,177,,0,0,0,,11043,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2162.14","2","3","2","2","2","2","4","1","5","2","1","NA","NA","680.64","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56658,"4","2008","41",9987,5931,0,0,,,,,,,,0,0,0,0,0,,1642,,0,0,0,,4055,"2","NA","2","NA","2","NA","1","2","2","1","1","1","1","1","5","2486.46","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","913.5","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56683,"3","2008","20",17859,4405,0,0,,,,,,,,0,0,0,0,0,,586,,0,0,0,,13454,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","3243.21","2","NA","2","2","2","2","1","2","5","2","1","NA","784.32","668.53","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56696,"4","2008","8",25815,19350,0,0,,,,,,,,0,0,0,1752,0,,261,,0,0,0,,6465,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","4324.28","NA","NA","2","2","2","2","2","1","5","2","1","543.67","NA","708.53","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56699,"4","2008","54",116788,114572,0,0,,,,,,,,0,0,0,0,0,,0,,0,146,0,,2071,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","2","4","3243.21","3","NA","2","2","2","2","2","1","6","2","1","NA","1017.83","743.02","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56707,"3","2008","32",24542,18770,0,0,,,,,,,,0,0,0,0,0,,15,,0,0,0,,5772,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","5","1097.29","3","3","2","1","1","2","3","1","4","2","1","447.45","NA","708.53","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56726,"2","2008","14",88,-4674,0,0,,,,,,,,0,0,0,0,0,,88,,0,199,0,,4563,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","5","1189.18","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","467.56","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56730,"3","2008","15",25332,23967,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1365,"2","NA","2","NA","2","NA","1","2","2","1","1","1","1","1","4","972.96","3","NA","2","2","2","2","1","2","2","2","2","NA","NA","661.07","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56735,"2","2008","22",11607,7457,0,0,,,,,,,,0,0,0,0,0,,357,,0,0,0,,4149,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","1081.07","3","2","2","1","2","2","2","2","5","2","1","NA","668.21","370.05","1","NA","1","NA","1","2","NA","NA","NA","2","NA","NA","2","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56767,"2","2008","50",3895,2076,0,0,,,,,,,,0,0,0,0,0,,10,,0,126,0,,1694,"2","NA","2","NA","2","NA","1","1","NA","1","1","1","1","1","2","2162.14","2","NA","2","2","2","1","1","1","6","2","1","NA","784.32","653.29","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56774,"3","2008","11",13203,3829,0,0,,,,,,,,0,0,0,0,0,,33,,0,226,0,,9149,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","3","1","2","2","1","543.67","NA","526.81","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","5","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56797,"4","2008","11",12708,8685,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4023,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","NA","1297.28","3","NA","2","2","2","2","1","1","3","2","1","668.21","NA","494.26","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56804,"3","2008","15",7511,3663,0,0,,,,,,,,0,0,0,0,0,,0,,0,510,0,,3338,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","5405.35","3","3","2","2","2","2","1","2","6","1","1","NA","784.32","913.5","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56810,"4","2008","41",1525,-32,0,0,,,,,,,,0,0,0,1513,0,,11,,0,178,0,,1378,"2","NA","2","NA","2","NA","2","1","1","1","1","3","1","1","4","NA","2","NA","2","1","2","2","4","1","1","2","1","NA","784.32","429.4","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
"2008","SE",56831,"4","2008","8",17963,12817,0,0,,,,,,,,0,0,0,1736,0,,0,,0,87,0,,5059,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2594.57","2","NA","2","2","2","2","3","2","6","2","1","NA","584.53","474.81","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","1",1,,,,,,
