"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","SE",54843,"3","2009","41",26978,25667,0,0,,,,,,,,0,0,0,0,0,,16,,0,0,0,,1311,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","6","2080.04","2","NA","2","1","2","1","4","1","4","2","1","NA","649.91","347.89","1","NA","1","NA","1","1","NA","2","NA","NA","NA","1","NA","1","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54869,"4","2009","15",11978,7093,0,0,,,,,,,,0,0,0,0,0,,103,,0,0,0,,4885,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","1248.02","3","2","2","2","2","2","4","1","2","2","1","NA","874.76","442.74","1","NA","1","NA","1","2","NA","NA","65","4","4","4","3","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54870,"4","2009","33",23920,23835,0,0,,,,,,,,0,0,0,0,0,,1324,,0,0,0,,85,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","6","NA","3","2","1","1","2","2","1","1","6","2","1","NA","NA","542.47","1","NA","1","NA","1","2","NA","1","NA","NA","4","NA","3","1","1","1","1","1","NA","1","1","NA","1","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54922,"3","2009","44",51255,39275,0,0,,,,,,,,0,0,0,0,0,,34,,0,0,0,,11980,"2","NA","2","NA","NA","NA","2","1","2","1","1","1","1","1","1","NA","3","3","2","2","2","2","1","1","6","2","NA","NA","649.91","1520.41","1","NA","1","NA","1","NA","NA","2","NA","1","4","4","3","1","1","NA","1","NA","1","1","1","1","1","NA","NA","2","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54930,"1","2009","14",21630,13680,0,0,,,,,,,,0,0,0,0,0,,658,,0,0,0,,7950,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1560.03","2","NA","2","2","2","1","1","2","6","2","1","NA","750.06","369.21","1","NA","1","NA","1","2","NA","2","120","NA","4","1","NA","1","NA","1","NA","NA","1","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54931,"3","2009","21",12370,5910,0,0,,,,,,,,0,0,0,0,0,,111,,0,0,0,,6460,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","1","2","2","2","1","1","6","2","1","NA","763.69","292.97","1","NA","1","NA","1","2","NA","2","125","4","NA","NA","3","1","1","1","1","1","1","1","NA","NA","1","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54935,"2","2009","20",53567,46542,0,0,,,,,,,,0,0,0,0,0,,4576,,0,0,0,,7025,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","874.76","689.12","1","NA","1","NA","1","2","NA","2","200","4","1","NA","4","1","1","NA","NA","1","NA","NA","NA","1","NA","NA","1","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54936,"1","2009","45",18851,12209,0,0,,,,,,,,0,0,0,0,0,,605,,0,0,0,,6642,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1040.02","3","NA","2","2","1","2","1","1","5","2","1","874.76","874.76","499.73","1","NA","1","NA","1","2","NA","2","200","4","4","NA","NA","1","1","1","NA","1","1","1","1","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54941,"3","2009","20",18498,11673,0,0,,,,,,,,0,0,0,0,0,,636,,0,26,0,,6799,"NA","NA","1","NA","NA","NA","1","1","1","1","1","1","1","1","5","1456.03","2","2","2","2","1","2","4","2","6","2","1","NA","NA","552.04","1","NA","1","NA","1","2","NA","2","82","4","4","4","3","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54969,"4","2009","20",110442,26836,0,0,,,,,,,,0,0,0,0,0,,6726,,0,0,0,,83606,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","1","NA","3","NA","1","2","NA","2","1","1","6","2","1","NA","889.74","886.51","1","NA","1","NA","1","2","NA","NA","161","4","4","NA","3","3","NA","1","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",54988,"2","2009","15",22488,16397,0,0,,,,,,,,0,0,0,0,0,,0,,0,1733,0,,4357,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","4","2","1","NA","719.28","595.41","1","NA","1","NA","1","2","NA","1","185","NA","4","4","3","2","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55002,"4","2009","16",20021,16100,0,0,,,,,,,,0,0,0,0,0,,37,,0,0,0,,3921,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2184.04","3","NA","2","2","2","1","1","1","5","2","1","NA","568.89","462.91","1","NA","1","NA","1","2","NA","2","100","4","4","4","1","1","1","NA","1","1","1","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55016,"4","2009","16",13522,10298,0,0,,,,,,,,0,0,0,0,0,,846,,0,149,0,,3075,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3120.06","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","790.21","1","NA","1","NA","1","NA","NA","NA","300","NA","4","1","3","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","1","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55033,"4","2009","20",949,-14750,0,0,,,,,,,,0,0,0,673,0,,276,,0,0,0,,15698,"2","NA","2","NA","2","NA","1","1","NA","1","1","1","1","1","6","NA","NA","NA","2","2","2","2","1","2","4","2","1","NA","980.01","445.75","1","NA","1","NA","1","2","NA","NA","NA","4","4","NA","3","NA","1","1","NA","1","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55038,"3","2009","15",33505,27654,0,0,,,,,,,,0,0,0,295,0,,0,,0,0,0,,5851,"2","NA","2","NA","2","NA","1","1","1","1","3","NA","1","1","5","NA","1","NA","2","2","2","2","3","1","4","1","1","800.82","NA","517.2","1","NA","1","NA","1","2","NA","2","NA","4","3","1","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55047,"3","2009","21",19315,9341,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,9974,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","1","1","4","2","1","NA","719.28","350.38","1","NA","1","NA","1","NA","NA","2","198","NA","2","3","NA","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55048,"3","2009","51",33034,19528,0,0,,,,,,,,0,0,0,0,0,,1708,,0,0,0,,13506,"2","NA","2","NA","NA","NA","1","1","NA","1","1","1","1","3","4","3120.06","2","NA","2","2","1","2","4","1","3","2","1","NA","NA","515.64","1","NA","1","NA","1","2","NA","NA","61","4","NA","4","NA","1","1","NA","NA","1","1","1","1","1","NA","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55063,"2","2009","13",31971,24825,0,0,,,,,,,,0,0,0,480,0,,39,,0,0,0,,7146,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","4160.08","2","NA","2","2","2","2","3","1","6","2","1","NA","469.15","853.75","1","NA","1","NA","1","2","NA","2","120","4","4","2","3","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55065,"3","2009","14",33448,31331,0,0,,,,,,,,0,0,0,0,0,,715,,0,8,0,,2109,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","2","1","6","2","1","NA","980.01","360.47","1","NA","1","NA","1","2","NA","2","165","4","NA","NA","NA","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55070,"4","2009","15",4041,-5357,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9399,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1248.02","2","NA","2","2","2","2","1","2","4","2","1","249.6","874.76","410.08","1","NA","1","NA","1","2","NA","1","NA","1","NA","NA","4","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55083,"2","2009","13",12617,12168,0,0,,,,,,,,0,0,0,0,0,,299,,0,0,0,,449,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","980.01","914.91","1","NA","1","NA","1","2","NA","NA","NA","NA","4","NA","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55086,"4","2009","20",24431,16493,0,0,,,,,,,,0,0,0,1577,0,,844,,0,0,0,,7938,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3120.06","3","NA","2","2","1","2","1","1","6","2","1","NA","889.74","800.82","1","NA","1","NA","1","2","NA","2","170","4","4","3","1","1","1","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55089,"4","2009","28",2368,1995,0,0,,,,,,,,0,0,0,0,0,,767,,0,10,0,,363,"2","NA","2","NA","2","NA","NA","1","1","1","1","1","1","1","4","NA","3","3","2","2","1","2","2","1","3","2","1","488.81","NA","721.98","1","NA","1","NA","1","1","NA","1","79","3","2","4","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55091,"4","2009","14",36352,29544,0,0,,,,,,,,0,0,0,0,0,,830,,0,0,0,,6807,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","4","4160.08","2","NA","2","2","2","2","1","1","6","2","1","166.4","874.76","471.23","1","NA","1","NA","1","NA","NA","2","100","NA","NA","NA","4","1","1","1","NA","NA","1","1","NA","NA","1","1","1","3","NA","1","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55100,"3","2009","25",16704,9238,0,0,,,,,,,,0,0,0,0,0,,1736,,0,0,0,,7466,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1560.03","2","NA","2","2","2","2","1","2","6","2","1","NA","568.89","1055.1","1","NA","1","NA","1","2","NA","2","100","NA","4","2","NA","NA","1","1","1","3","NA","1","1","NA","1","NA","NA","2","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55106,"4","2009","18",33878,22501,0,0,,,,,,,,0,0,0,0,0,,21,,0,665,0,,10712,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","2600.05","1","NA","2","1","2","2","1","1","3","2","1","NA","763.69","1177.51","1","NA","1","NA","1","2","6","2","150","4","3","NA","3","1","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55113,"4","2009","35",9000,4045,0,0,,,,,,,,0,0,0,0,0,,438,,0,673,0,,4282,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","5","1040.02","3","3","2","2","2","2","4","2","6","2","1","528.95","980.01","375.24","1","NA","1","NA","1","NA","NA","2","68","2","NA","3","4","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55118,"3","2009","25",20032,16139,0,0,,,,,,,,0,0,0,2575,0,,3920,,0,0,0,,3893,"2","NA","2","NA","NA","NA","2","1","1","1","3","1","1","1","6","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","707.94","553.91","1","NA","1","NA","1","NA","NA","2","100","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55136,"3","2009","14",35102,22321,0,0,,,,,,,,0,0,0,0,0,,6088,,0,0,0,,12781,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","3","NA","2","NA","2","2","1","2","1","1","4","1","1","NA","874.76","593.02","1","NA","1","NA","1","2","NA","2","120","4","4","4","3","1","1","NA","1","NA","1","1","NA","1","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55138,"4","2009","89",7116,1861,0,0,,,,,,,,0,0,0,0,0,,1386,,0,1832,0,,3423,"1","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1040.02","2","2","2","2","2","2","3","1","3","2","1","NA","NA","462.91","1","NA","1","NA","1","2","NA","2","100","NA","4","3","4","1","1","1","1","1","1","1","3","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55140,"4","2009","20",39921,34043,0,0,,,,,,,,0,0,0,0,0,,0,,0,4839,0,,1039,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","980.01","731.34","1","NA","1","NA","1","2","NA","NA","190","2","NA","2","3","1","1","1","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55148,"2","2009","12",7321,5918,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1403,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","4","3120.06","3","NA","2","2","2","2","NA","1","5","2","1","520.01","763.69","591.56","1","NA","1","NA","1","2","NA","2","NA","NA","4","4","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55152,"3","2009","13",24311,24067,0,0,,,,,,,,0,0,0,0,0,,640,,0,0,0,,244,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1560.03","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","482.88","1","NA","1","NA","1","2","NA","2","82","4","1","3","1","3","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55161,"3","2009","22",15912,13474,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2438,"2","NA","2","NA","2","NA","1","1","1","1","1","1","3","1","4","NA","3","3","2","2","2","2","3","1","3","2","1","NA","526.15","478.2","1","NA","1","NA","1","2","NA","1","136","4","NA","3","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55216,"4","2009","44",72902,69282,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3620,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","980.01","656.67","1","NA","1","NA","1","NA","NA","2","134","NA","4","3","NA","1","NA","NA","NA","1","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55225,"3","2009","NA",27133,19951,0,0,,,,,,,,0,0,0,0,0,,0,,0,615,0,,6567,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","1","2","1","2","2","3","1","5","2","1","NA","750.06","707.01","1","NA","1","NA","1","2","NA","2","125","4","4","1","4","1","1","1","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55234,"4","2009","40",3472,3441,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,30,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3120.06","3","NA","1","2","1","2","1","3","4","2","1","NA","874.76","731.34","1","NA","1","NA","1","NA","NA","2","134","2","NA","3","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55239,"3","2009","15",92416,85089,0,0,,,,,,,,0,0,0,2283,0,,99,,0,7327,0,,0,"2","NA","2","NA","NA","NA","1","1","1","1","3","1","1","1","4","2600.05","2","NA","2","2","2","2","2","1","6","2","1","NA","526.15","471.55","1","NA","1","NA","1","2","NA","2","NA","4","NA","4","4","NA","1","1","NA","1","1","1","1","1","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55252,"4","2009","NA",22956,12510,0,0,,,,,,,,0,0,0,0,0,,1596,,0,0,0,,10446,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","1","2","2","2","1","1","5","2","1","NA","889.74","754.53","1","NA","1","NA","1","2","NA","2","200","2","4","2","4","1","1","1","NA","1","NA","NA","1","1","1","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55255,"1","2009","17",24317,24119,0,0,,,,,,,,0,0,0,4304,0,,27,,0,0,0,,197,"2","NA","1","NA","NA","NA","1","1","2","1","1","1","1","1","4","NA","3","1","1","2","2","2","1","1","4","1","1","NA","874.76","360.47","1","NA","1","NA","1","2","NA","2","200","4","4","NA","4","1","1","1","NA","1","1","NA","NA","1","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55258,"4","2009","17",31030,27271,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3758,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2080.04","3","NA","2","2","2","2","1","1","6","2","1","NA","980.01","1496.17","1","NA","1","NA","1","NA","NA","2","NA","4","4","4","4","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55265,"3","2009","27",33992,27362,0,0,,,,,,,,0,0,0,0,0,,864,,0,236,0,,6394,"NA","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","5","1560.03","3","3","2","2","2","2","1","2","6","2","1","NA","NA","482.88","1","NA","1","NA","1","2","NA","NA","100","4","4","NA","3","1","1","1","NA","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55276,"3","2009","44",526,194,0,0,,,,,,,,0,0,0,0,0,,526,,0,0,0,,332,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","4","1560.03","1","NA","2","2","2","2","2","2","1","2","1","NA","NA","622.14","1","NA","1","NA","1","2","NA","2","NA","3","3","3","3","1","1","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55293,"4","2009","25",28266,21481,0,0,,,,,,,,0,0,0,7865,0,,85,,0,0,0,,6785,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","1","1560.03","2","NA","2","2","2","2","4","1","3","2","2","NA","750.06","1177.51","1","NA","1","NA","1","2","NA","2","65","4","NA","3","NA","NA","1","NA","NA","NA","NA","NA","1","1","1","1","1","3","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55303,"4","2009","13",12324,9874,0,0,,,,,,,,0,0,0,0,0,,2624,,0,0,0,,2450,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","5","936.02","2","NA","2","2","2","2","1","2","2","2","1","NA","NA","324.9","1","NA","1","NA","1","2","NA","2","160","4","4","2","4","1","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55305,"4","2009","13",16959,10023,0,0,,,,,,,,0,0,0,0,0,,238,,0,0,0,,6936,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","2","2","1","3","1","6","2","1","NA","980.01","1008.2","1","NA","1","NA","1","NA","NA","2","190","NA","NA","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55314,"1","2009","15",20856,12007,0,0,,,,,,,,0,0,0,0,0,,45,,0,0,0,,8849,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2080.04","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","747.36","1","NA","1","NA","1","2","NA","2","NA","4","4","4","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55315,"4","2009","29",74154,69074,0,0,,,,,,,,0,0,0,0,0,,613,,0,0,0,,5080,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","4","3120.06","3","3","2","2","2","2","3","1","5","2","1","NA","874.76","1054.16","1","NA","1","NA","1","NA","NA","1","300","4","4","2","3","1","1","1","1","1","1","1","NA","1","NA","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55317,"2","2009","29",20800,10644,0,0,,,,,,,,0,0,0,0,0,,447,,0,0,0,,10157,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2080.04","3","3","2","1","2","2","1","1","5","2","1","NA","649.91","661.87","1","NA","1","NA","1","2","NA","2","165","4","NA","4","3","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55337,"4","2009","16",21663,16192,0,0,,,,,,,,0,0,0,0,0,,5084,,0,0,0,,5471,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","5","NA","3","3","2","2","2","2","4","1","5","2","1","624.01","NA","690.16","1","NA","1","NA","1","2","NA","2","NA","NA","4","4","3","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55351,"2","2009","17",17867,12575,0,0,,,,,,,,0,0,0,2527,0,,19,,0,0,0,,5292,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","4","1","6","2","1","NA","NA","480.07","1","NA","1","NA","1","2","NA","2","NA","4","4","NA","3","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55355,"1","2009","23",10830,7358,0,0,,,,,,,,0,0,0,3943,0,,0,,0,0,0,,3473,"NA","NA","2","NA","2","NA","1","1","2","1","1","1","3","1","5","1664.03","3","NA","2","2","2","2","1","1","5","2","1","NA","526.15","456.05","1","NA","1","NA","1","2","NA","NA","NA","4","4","3","3","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55360,"4","2009","15",35688,28149,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,7539,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","5","NA","3","NA","2","2","2","2","2","1","6","2","1","NA","581.06","1249.48","1","NA","1","NA","1","2","NA","2","198","4","4","3","3","NA","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55386,"3","2009","25",90391,81205,0,0,,,,,,,,0,0,0,0,0,,7100,,0,0,0,,9186,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","3","6","NA","3","3","2","2","2","2","1","1","3","2","1","568.89","NA","960.56","1","NA","1","NA","1","2","NA","2","100","4","4","NA","2","2","1","NA","1","NA","1","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55392,"4","2009","46",26339,18778,0,0,,,,,,,,0,0,0,0,0,,3477,,0,4537,0,,3024,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","3","5","NA","3","NA","1","2","2","2","2","1","6","2","1","NA","NA","1054.16","1","NA","1","NA","1","2","NA","2","80","1","NA","NA","3","NA","1","NA","1","NA","NA","1","NA","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55394,"4","2009","20",15763,15559,0,0,,,,,,,,0,0,0,181,0,,0,,0,0,0,,203,"2","NA","2","NA","NA","NA","1","2","1","1","1","1","1","1","4","1144.02","2","1","2","2","2","2","4","2","1","2","1","310.97","NA","566.29","1","NA","1","NA","1","2","NA","1","NA","NA","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55397,"4","2009","21",17632,10197,0,0,,,,,,,,0,0,0,0,0,,811,,0,636,0,,6799,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","6","2600.05","3","NA","1","2","2","2","1","1","3","2","1","NA","NA","515.64","1","NA","1","NA","1","NA","NA","2","NA","4","4","NA","NA","NA","1","NA","NA","1","1","1","NA","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55405,"3","2009","42",43502,32325,0,0,,,,,,,,0,0,26513,0,0,,0,,0,0,0,,11177,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","3","NA","2","1","2","2","2","2","1","1","5","2","1","NA","763.69","994.26","1","NA","1","NA","1","2","NA","NA","140","4","3","1","3","1","1","1","1","1","NA","NA","1","NA","1","2","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","SE",55409,"4","2009","14",28000,7674,0,0,,,,,,,,0,0,0,0,0,,5,,0,0,0,,20326,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1144.02","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","886.93","1","NA","1","NA","1","2","NA","2","71","2","2","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
