"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RX030","rl010","rl010_f","rl020","rl020_f","rl030","rl030_f","rl040","rl040_f","rl050","rl050_f","rl060","rl060_f","rl070","rl070_f","RX020","RX010"
"2004","SE",529624,765.392354124749,"4",1995,"2","1","4","3","13","1",52962,,,,,,,,,,,,,,,8,9
"2004","SE",529671,765.392354124749,"1",1957,"1","1","4","4","13","1",52967,,,,,,,,,,,,,,,46,46
"2004","SE",529672,765.392354124749,"1",1954,"2","1","1","2","13","1",52967,,,,,,,,,,,,,,,49,50
"2004","SE",529673,765.392354124749,"4",1989,"1","1","1","3","13","1",52967,,,,,,,,,,,,,,,14,15
"2004","SE",529674,765.392354124749,"2",1990,"2","1","1","4","NA","1",52967,,,,,,,,,,,,,,,13,14
"2004","SE",529891,765.392354124749,"3",1973,"2","1","3","2","NA","3",52989,,,,,,,,,,,,,,,30,30
"2004","SE",529892,765.392354124749,"1",1969,"1","1","4","4","13","1",52989,,,,,,,,,,,,,,,34,35
"2004","SE",529893,765.392354124749,"4",1994,"1","1","1","3","13","1",52989,,,,,,,,,,,,,,,9,10
"2004","SE",529894,765.392354124749,"1",1996,"2","1","4","3","13","5",52989,,,,,,,,,,,,,,,7,8
"2004","SE",529895,765.392354124749,"3",1998,"2","1","4","2","NA","1",52989,,,,,,,,,,,,,,,5,6
"2004","SE",530101,765.392354124749,"1",1955,"2","1","4","2","13","1",53010,,,,,,,,,,,,,,,48,49
"2004","SE",530102,765.392354124749,"4",1953,"1","1","3","2","13","1",53010,,,,,,,,,,,,,,,50,51
"2004","SE",530103,765.392354124749,"2",1990,"1","1","1","2","13","1",53010,,,,,,,,,,,,,,,13,14
"2004","SE",530104,765.392354124749,"2",1986,"2","1","1","4","13","NA",53010,,,,,,,,,,,,,,,17,17
"2004","SE",530105,765.392354124749,"4",1985,"1","1","4","2","13","1",53010,,,,,,,,,,,,,,,18,19
"2004","SE",530741,765.392354124749,"1",1966,"1","1","1","4","13","1",53074,,,,,,,,,,,,,,,37,38
"2004","SE",530742,765.392354124749,"4",1971,"2","1","3","3","13","1",53074,,,,,,,,,,,,,,,32,32
"2004","SE",530743,765.392354124749,"1",1997,"1","1","1","3","13","NA",53074,,,,,,,,,,,,,,,6,6
"2004","SE",530744,765.392354124749,"4",1999,"2","1","1","3","13","1",53074,,,,,,,,,,,,,,,4,4
"2004","SE",530745,765.392354124749,"3",1999,"2","1","1","4","13","1",53074,,,,,,,,,,,,,,,4,5
"2004","SE",530811,765.392354124749,"1",1964,"1","1","1","3","13","1",53081,,,,,,,,,,,,,,,39,40
"2004","SE",530812,765.392354124749,"2",1968,"2","1","1","3","13","3",53081,,,,,,,,,,,,,,,35,36
"2004","SE",530813,765.392354124749,"3",1994,"2","1","4","3","13","1",53081,,,,,,,,,,,,,,,9,10
"2004","SE",530814,765.392354124749,"1",1996,"1","1","3","4","13","1",53081,,,,,,,,,,,,,,,7,8
"2004","SE",530815,765.392354124749,"4",2001,"2","1","1","3","NA","1",53081,,,,,,,,,,,,,,,2,3
"2004","SE",530931,765.392354124749,"1",1983,"2","1","1","2","13","NA",53093,,,,,,,,,,,,,,,20,21
"2004","SE",530932,765.392354124749,"1",1965,"2","1","1","2","13","1",53093,,,,,,,,,,,,,,,38,39
"2004","SE",530933,765.392354124749,"4",1993,"2","1","1","2","13","3",53093,,,,,,,,,,,,,,,10,11
"2004","SE",530934,765.392354124749,"2",1995,"1","1","1","3","13","1",53093,,,,,,,,,,,,,,,8,9
"2004","SE",530935,765.392354124749,"4",1998,"1","1","3","2","13","NA",53093,,,,,,,,,,,,,,,5,5
"2004","SE",531831,765.392354124749,"1",1934,"1","1","3","4","NA","1",53183,,,,,,,,,,,,,,,69,69
"2004","SE",531832,765.392354124749,"4",1965,"2","1","4","2","13","1",53183,,,,,,,,,,,,,,,38,39
"2004","SE",531833,765.392354124749,"2",1990,"1","1","1","4","13","1",53183,,,,,,,,,,,,,,,13,13
"2004","SE",531834,765.392354124749,"2",1993,"1","1","4","2","13","1",53183,,,,,,,,,,,,,,,10,11
"2004","SE",531835,765.392354124749,"1",1998,"1","1","3","4","13","3",53183,,,,,,,,,,,,,,,5,6
"2004","SE",531911,765.392354124749,"4",1968,"1","1","1","3","13","3",53191,,,,,,,,,,,,,,,35,35
"2004","SE",531912,765.392354124749,"2",1967,"2","1","2","2","13","1",53191,,,,,,,,,,,,,,,36,37
"2004","SE",531913,765.392354124749,"1",1994,"1","1","4","2","13","3",53191,,,,,,,,,,,,,,,9,10
"2004","SE",531914,765.392354124749,"1",1996,"1","1","3","2","13","1",53191,,,,,,,,,,,,,,,7,8
"2004","SE",531915,765.392354124749,"4",2003,"2","1","1","2","NA","1",53191,,,,,,,,,,,,,,,0,1
"2004","SE",531991,765.392354124749,"3",1964,"1","1","1","2","13","1",53199,,,,,,,,,,,,,,,39,40
"2004","SE",531992,765.392354124749,"1",1968,"2","1","1","3","13","3",53199,,,,,,,,,,,,,,,35,36
"2004","SE",531993,765.392354124749,"2",1994,"2","1","1","2","13","1",53199,,,,,,,,,,,,,,,9,9
"2004","SE",531994,765.392354124749,"3",1996,"1","1","1","2","13","3",53199,,,,,,,,,,,,,,,7,8
"2004","SE",531995,765.392354124749,"4",2001,"2","1","1","4","NA","1",53199,,,,,,,,,,,,,,,2,3
"2004","SE",532131,765.392354124749,"2",1970,"1","1","1","2","NA","1",53213,,,,,,,,,,,,,,,33,33
"2004","SE",532132,765.392354124749,"2",1968,"2","1","1","3","13","1",53213,,,,,,,,,,,,,,,35,35
"2004","SE",532133,765.392354124749,"4",1987,"1","1","1","2","13","NA",53213,,,,,,,,,,,,,,,16,17
"2004","SE",532134,765.392354124749,"4",1995,"1","1","4","2","NA","1",53213,,,,,,,,,,,,,,,8,8
"2004","SE",532135,765.392354124749,"2",1996,"2","1","3","3","13","1",53213,,,,,,,,,,,,,,,7,8
"2004","SE",532231,765.392354124749,"1",1969,"2","1","1","2","13","1",53223,,,,,,,,,,,,,,,34,35
"2004","SE",532232,765.392354124749,"2",1966,"1","1","4","2","13","1",53223,,,,,,,,,,,,,,,37,38
"2004","SE",532233,765.392354124749,"1",1994,"1","1","3","2","13","NA",53223,,,,,,,,,,,,,,,9,10
"2004","SE",532234,765.392354124749,"2",1997,"1","1","1","3","13","1",53223,,,,,,,,,,,,,,,6,7
"2004","SE",532235,765.392354124749,"3",2002,"2","1","4","3","NA","1",53223,,,,,,,,,,,,,,,1,2
"2004","SE",532236,765.392354124749,"3",1987,"2","1","4","3","NA","NA",53223,,,,,,,,,,,,,,,16,17
"2004","SE",532501,765.392354124749,"3",1969,"2","1","1","2","NA","1",53250,,,,,,,,,,,,,,,34,35
"2004","SE",532502,765.392354124749,"1",1966,"1","1","4","2","13","3",53250,,,,,,,,,,,,,,,37,37
"2004","SE",532503,765.392354124749,"4",1994,"1","1","1","2","13","NA",53250,,,,,,,,,,,,,,,9,10
"2004","SE",532504,765.392354124749,"2",1997,"1","1","4","2","13","3",53250,,,,,,,,,,,,,,,6,6
"2004","SE",532505,765.392354124749,"1",2002,"2","1","1","3","13","1",53250,,,,,,,,,,,,,,,1,1
"2004","SE",532506,765.392354124749,"3",1987,"2","1","1","2","13","3",53250,,,,,,,,,,,,,,,16,17
"2004","SE",532851,765.392354124749,"1",1963,"1","1","4","4","13","NA",53285,,,,,,,,,,,,,,,40,40
"2004","SE",532852,765.392354124749,"4",1961,"2","1","4","4","13","1",53285,,,,,,,,,,,,,,,42,43
"2004","SE",532853,765.392354124749,"2",1989,"1","1","1","2","13","1",53285,,,,,,,,,,,,,,,14,15
"2004","SE",532854,765.392354124749,"4",1991,"1","1","4","2","13","1",53285,,,,,,,,,,,,,,,12,12
"2004","SE",532855,765.392354124749,"1",1992,"2","1","4","2","13","1",53285,,,,,,,,,,,,,,,11,12
"2004","SE",532856,765.392354124749,"3",1994,"1","1","4","4","13","NA",53285,,,,,,,,,,,,,,,9,9
"2004","SE",532857,765.392354124749,"4",1997,"2","1","4","2","13","1",53285,,,,,,,,,,,,,,,6,7
"2004","SE",532861,765.392354124749,"2",1958,"1","1","1","2","13","1",53286,,,,,,,,,,,,,,,45,45
"2004","SE",532862,765.392354124749,"2",1958,"2","1","3","2","13","1",53286,,,,,,,,,,,,,,,45,45
"2004","SE",532863,765.392354124749,"2",1988,"1","1","4","2","13","3",53286,,,,,,,,,,,,,,,15,15
"2004","SE",532864,765.392354124749,"3",1990,"2","1","1","3","13","3",53286,,,,,,,,,,,,,,,13,13
"2004","SE",532865,765.392354124749,"1",1992,"1","1","4","4","13","1",53286,,,,,,,,,,,,,,,11,11
"2004","SE",532866,765.392354124749,"3",1994,"2","1","4","3","NA","NA",53286,,,,,,,,,,,,,,,9,10
"2004","SE",532867,765.392354124749,"3",1998,"1","1","3","3","13","1",53286,,,,,,,,,,,,,,,5,5
"2004","SE",532991,765.392354124749,"3",1963,"1","1","4","2","13","NA",53299,,,,,,,,,,,,,,,40,41
"2004","SE",532992,765.392354124749,"4",1961,"2","1","4","3","13","1",53299,,,,,,,,,,,,,,,42,42
"2004","SE",532993,765.392354124749,"3",1989,"1","1","1","4","13","1",53299,,,,,,,,,,,,,,,14,14
"2004","SE",532994,765.392354124749,"1",1991,"1","1","3","4","13","1",53299,,,,,,,,,,,,,,,12,13
"2004","SE",532995,765.392354124749,"1",1992,"2","1","4","2","13","1",53299,,,,,,,,,,,,,,,11,11
"2004","SE",532996,765.392354124749,"1",1994,"1","1","2","2","NA","1",53299,,,,,,,,,,,,,,,9,9
"2004","SE",532997,765.392354124749,"1",1997,"2","1","4","2","13","1",53299,,,,,,,,,,,,,,,6,7
"2004","SE",533011,765.392354124749,"2",1963,"1","1","1","3","13","NA",53301,,,,,,,,,,,,,,,40,40
"2004","SE",533012,765.392354124749,"1",1961,"2","1","4","2","13","1",53301,,,,,,,,,,,,,,,42,43
"2004","SE",533013,765.392354124749,"3",1989,"1","1","3","3","13","5",53301,,,,,,,,,,,,,,,14,14
"2004","SE",533014,765.392354124749,"1",1991,"1","1","4","2","13","1",53301,,,,,,,,,,,,,,,12,12
"2004","SE",533015,765.392354124749,"3",1992,"2","1","4","4","13","3",53301,,,,,,,,,,,,,,,11,12
"2004","SE",533016,765.392354124749,"3",1994,"1","1","1","3","13","1",53301,,,,,,,,,,,,,,,9,10
"2004","SE",533017,765.392354124749,"3",1997,"2","1","1","2","13","NA",53301,,,,,,,,,,,,,,,6,6
"2004","SE",533421,752.5,"1",1954,"2","1","1","2","13","1",53342,,,,,,,,,,,,,,,49,49
"2004","SE",533441,752.5,"1",1965,"1","1","1","2","13","1",53344,,,,,,,,,,,,,,,38,38
"2004","SE",533531,752.5,"3",1924,"2","1","1","3","NA","1",53353,,,,,,,,,,,,,,,79,80
"2004","SE",533551,752.5,"1",1979,"2","1","4","2","13","5",53355,,,,,,,,,,,,,,,24,24
"2004","SE",533571,752.5,"4",1980,"1","1","4","4","13","1",53357,,,,,,,,,,,,,,,23,23
"2004","SE",533611,752.5,"1",1979,"2","1","4","2","13","1",53361,,,,,,,,,,,,,,,24,24
"2004","SE",533731,752.5,"2",1985,"2","1","4","4","13","NA",53373,,,,,,,,,,,,,,,18,18
"2004","SE",533851,752.5,"2",1983,"2","1","2","2","13","3",53385,,,,,,,,,,,,,,,20,21
"2004","SE",533921,752.5,"1",1981,"2","1","4","3","13","3",53392,,,,,,,,,,,,,,,22,22
"2004","SE",534041,752.5,"2",1923,"1","1","4","4","13","NA",53404,,,,,,,,,,,,,,,80,80
"2004","SE",534551,752.5,"1",1981,"2","1","1","4","13","1",53455,,,,,,,,,,,,,,,22,22
"2004","SE",534631,752.5,"4",1923,"1","1","1","3","13","1",53463,,,,,,,,,,,,,,,80,80
"2004","SE",534701,752.5,"2",1940,"2","1","4","2","NA","1",53470,,,,,,,,,,,,,,,63,63
"2004","SE",534791,752.5,"2",1946,"1","1","1","3","13","1",53479,,,,,,,,,,,,,,,57,57
"2004","SE",534881,752.5,"2",1971,"1","1","1","2","13","1",53488,,,,,,,,,,,,,,,32,32
"2004","SE",535271,752.5,"2",1965,"1","1","4","2","NA","NA",53527,,,,,,,,,,,,,,,38,39
"2004","SE",535331,752.5,"1",1967,"1","1","4","2","13","1",53533,,,,,,,,,,,,,,,36,37
"2004","SE",535401,752.5,"3",1929,"2","1","1","4","NA","1",53540,,,,,,,,,,,,,,,74,75
"2004","SE",535831,752.5,"3",1951,"1","1","1","3","13","3",53583,,,,,,,,,,,,,,,52,53
"2004","SE",535871,752.5,"1",1977,"1","1","NA","3","13","1",53587,,,,,,,,,,,,,,,26,27
"2004","SE",536331,752.5,"2",1932,"2","1","3","4","13","NA",53633,,,,,,,,,,,,,,,71,72
"2004","SE",536371,752.5,"3",1946,"2","1","4","2","NA","1",53637,,,,,,,,,,,,,,,57,57
"2004","SE",536491,752.5,"3",1939,"2","1","1","2","13","NA",53649,,,,,,,,,,,,,,,64,64
"2004","SE",536621,752.5,"1",1923,"1","1","1","2","13","1",53662,,,,,,,,,,,,,,,80,80
"2004","SE",536701,752.5,"1",1923,"1","1","1","2","13","1",53670,,,,,,,,,,,,,,,80,80
"2004","SE",536761,752.5,"2",1971,"1","1","1","3","13","3",53676,,,,,,,,,,,,,,,32,32
"2004","SE",536851,752.5,"1",1967,"1","1","1","4","13","1",53685,,,,,,,,,,,,,,,36,36
"2004","SE",536891,752.5,"2",1985,"2","1","1","3","13","3",53689,,,,,,,,,,,,,,,18,19
"2004","SE",536911,752.5,"3",1929,"2","1","3","2","13","1",53691,,,,,,,,,,,,,,,74,75
"2004","SE",537241,752.5,"3",1939,"2","1","3","4","13","NA",53724,,,,,,,,,,,,,,,64,64
"2004","SE",537281,752.5,"4",1955,"1","1","1","4","NA","1",53728,,,,,,,,,,,,,,,48,48
"2004","SE",537391,752.5,"4",1924,"2","1","1","3","NA","1",53739,,,,,,,,,,,,,,,79,80
"2004","SE",537491,752.5,"4",1939,"2","1","2","3","13","3",53749,,,,,,,,,,,,,,,64,64
"2004","SE",537941,752.5,"2",1923,"1","1","1","3","NA","5",53794,,,,,,,,,,,,,,,80,80
"2004","SE",538141,752.5,"3",1930,"1","1","3","3","13","3",53814,,,,,,,,,,,,,,,73,74
"2004","SE",538741,752.5,"3",1954,"1","1","3","4","13","NA",53874,,,,,,,,,,,,,,,49,49
"2004","SE",538781,752.5,"4",1929,"2","1","1","4","13","1",53878,,,,,,,,,,,,,,,74,74
"2004","SE",538881,752.5,"1",1923,"2","1","4","3","13","3",53888,,,,,,,,,,,,,,,80,80
"2004","SE",539061,752.5,"3",1979,"2","1","1","4","13","1",53906,,,,,,,,,,,,,,,24,25
"2004","SE",539161,752.5,"1",1943,"2","1","4","4","13","1",53916,,,,,,,,,,,,,,,60,61
"2004","SE",539181,752.5,"2",1925,"1","1","4","3","13","3",53918,,,,,,,,,,,,,,,78,79
"2004","SE",539511,752.5,"3",1948,"2","1","4","2","13","NA",53951,,,,,,,,,,,,,,,55,55
"2004","SE",539571,752.5,"1",1923,"2","1","1","2","13","NA",53957,,,,,,,,,,,,,,,80,80
"2004","SE",539801,752.5,"1",1923,"1","1","1","3","NA","1",53980,,,,,,,,,,,,,,,80,80
"2004","SE",539911,752.5,"2",1977,"1","1","3","4","13","1",53991,,,,,,,,,,,,,,,26,27
"2004","SE",539981,752.5,"2",1946,"1","1","3","2","13","1",53998,,,,,,,,,,,,,,,57,58
"2004","SE",540261,752.5,"4",1951,"1","1","3","2","13","1",54026,,,,,,,,,,,,,,,52,53
"2004","SE",540491,752.5,"3",1973,"2","1","4","2","13","NA",54049,,,,,,,,,,,,,,,30,31
"2004","SE",540571,752.5,"2",1951,"1","1","4","3","13","1",54057,,,,,,,,,,,,,,,52,52
"2004","SE",540591,752.5,"1",1946,"2","1","3","4","13","1",54059,,,,,,,,,,,,,,,57,58
"2004","SE",540641,752.5,"1",1963,"1","1","4","4","13","1",54064,,,,,,,,,,,,,,,40,41
"2004","SE",540711,752.5,"3",1978,"2","1","2","2","13","1",54071,,,,,,,,,,,,,,,25,25
"2004","SE",540821,752.5,"1",1965,"1","1","2","3","13","1",54082,,,,,,,,,,,,,,,38,39
"2004","SE",541071,752.5,"3",1939,"2","1","1","4","13","1",54107,,,,,,,,,,,,,,,64,65
"2004","SE",541081,752.5,"3",1955,"1","1","NA","3","NA","1",54108,,,,,,,,,,,,,,,48,49
"2004","SE",541121,752.5,"1",1964,"1","1","1","3","13","NA",54112,,,,,,,,,,,,,,,39,40
"2004","SE",541341,752.5,"3",1923,"2","1","2","4","13","NA",54134,,,,,,,,,,,,,,,80,80
"2004","SE",541461,752.5,"2",1976,"2","1","4","2","NA","1",54146,,,,,,,,,,,,,,,27,28
"2004","SE",541731,752.5,"4",1943,"2","1","1","2","13","NA",54173,,,,,,,,,,,,,,,60,61
"2004","SE",541761,752.5,"3",1971,"1","1","1","2","NA","1",54176,,,,,,,,,,,,,,,32,33
"2004","SE",542231,752.5,"3",1946,"2","1","4","4","13","1",54223,,,,,,,,,,,,,,,57,58
"2004","SE",542321,752.5,"2",1924,"2","1","4","4","13","3",54232,,,,,,,,,,,,,,,79,80
"2004","SE",542551,752.5,"1",1929,"2","1","4","2","NA","1",54255,,,,,,,,,,,,,,,74,74
"2004","SE",542651,752.5,"3",1980,"1","1","1","4","13","1",54265,,,,,,,,,,,,,,,23,24
"2004","SE",542841,752.5,"2",1950,"1","1","4","2","13","1",54284,,,,,,,,,,,,,,,53,53
"2004","SE",542891,752.5,"1",1954,"1","1","3","2","13","1",54289,,,,,,,,,,,,,,,49,50
"2004","SE",542911,752.5,"4",1939,"2","1","1","3","13","1",54291,,,,,,,,,,,,,,,64,65
"2004","SE",543281,752.5,"3",1940,"2","1","3","2","13","1",54328,,,,,,,,,,,,,,,63,64
"2004","SE",543581,752.5,"2",1974,"1","1","1","3","13","1",54358,,,,,,,,,,,,,,,29,30
"2004","SE",544401,752.5,"2",1973,"2","1","1","3","13","1",54440,,,,,,,,,,,,,,,30,30
"2004","SE",544541,752.5,"1",1943,"2","1","1","2","13","NA",54454,,,,,,,,,,,,,,,60,61
"2004","SE",544711,752.5,"1",1965,"1","1","3","3","13","5",54471,,,,,,,,,,,,,,,38,39
"2004","SE",544941,752.5,"3",1923,"2","1","4","2","13","1",54494,,,,,,,,,,,,,,,80,80
"2004","SE",545371,752.5,"1",1956,"1","1","4","4","13","1",54537,,,,,,,,,,,,,,,47,47
"2004","SE",545481,752.5,"3",1948,"2","1","3","3","13","1",54548,,,,,,,,,,,,,,,55,55
"2004","SE",545491,752.5,"4",1923,"1","1","3","3","NA","1",54549,,,,,,,,,,,,,,,80,80
"2004","SE",545961,752.5,"4",1965,"1","1","1","2","NA","1",54596,,,,,,,,,,,,,,,38,39
"2004","SE",546051,752.5,"3",1939,"2","1","1","4","13","3",54605,,,,,,,,,,,,,,,64,64
"2004","SE",546241,752.5,"1",1928,"1","1","1","2","13","1",54624,,,,,,,,,,,,,,,75,75
"2004","SE",546251,752.5,"3",1987,"2","1","1","2","NA","1",54625,,,,,,,,,,,,,,,16,17
"2004","SE",546361,752.5,"2",1956,"1","1","3","3","NA","1",54636,,,,,,,,,,,,,,,47,48
"2004","SE",546411,752.5,"2",1926,"2","1","3","2","13","3",54641,,,,,,,,,,,,,,,77,78
"2004","SE",546691,752.5,"2",1978,"2","1","1","2","NA","1",54669,,,,,,,,,,,,,,,25,25
"2004","SE",546701,752.5,"2",1963,"1","1","4","2","NA","1",54670,,,,,,,,,,,,,,,40,40
"2004","SE",546941,752.5,"2",1965,"1","1","3","3","13","1",54694,,,,,,,,,,,,,,,38,39
"2004","SE",546951,752.5,"2",1973,"2","1","4","2","NA","1",54695,,,,,,,,,,,,,,,30,31
"2004","SE",547031,752.5,"3",1939,"1","1","1","4","13","1",54703,,,,,,,,,,,,,,,64,65
"2004","SE",547071,752.5,"4",1985,"2","1","1","4","13","1",54707,,,,,,,,,,,,,,,18,19
"2004","SE",547131,752.5,"3",1956,"1","1","4","2","13","NA",54713,,,,,,,,,,,,,,,47,47
"2004","SE",547281,752.5,"1",1978,"2","1","4","2","13","NA",54728,,,,,,,,,,,,,,,25,26
"2004","SE",547441,752.5,"4",1929,"2","1","4","2","13","1",54744,,,,,,,,,,,,,,,74,74
"2004","SE",547531,752.5,"3",1923,"2","1","1","4","13","1",54753,,,,,,,,,,,,,,,80,80
"2004","SE",547541,752.5,"4",1923,"2","1","1","3","13","1",54754,,,,,,,,,,,,,,,80,80
"2004","SE",547661,752.5,"1",1981,"2","1","1","3","13","3",54766,,,,,,,,,,,,,,,22,23
"2004","SE",548211,752.5,"2",1935,"1","1","4","2","13","1",54821,,,,,,,,,,,,,,,68,68
"2004","SE",548491,752.5,"3",1923,"2","1","4","4","13","1",54849,,,,,,,,,,,,,,,80,80
"2004","SE",548761,752.5,"2",1943,"2","1","1","2","13","1",54876,,,,,,,,,,,,,,,60,60
"2004","SE",549091,752.5,"2",1929,"2","1","4","4","13","NA",54909,,,,,,,,,,,,,,,74,75
"2004","SE",549231,752.5,"3",1967,"1","1","4","3","NA","NA",54923,,,,,,,,,,,,,,,36,36
"2004","SE",549621,752.5,"4",1932,"2","1","4","2","13","1",54962,,,,,,,,,,,,,,,71,71
"2004","SE",549721,752.5,"1",1974,"1","1","1","3","13","NA",54972,,,,,,,,,,,,,,,29,30
"2004","SE",549871,752.5,"2",1943,"1","1","2","2","13","NA",54987,,,,,,,,,,,,,,,60,61
"2004","SE",549991,752.5,"3",1969,"1","1","3","4","13","3",54999,,,,,,,,,,,,,,,34,34
"2004","SE",550231,752.5,"2",1929,"2","1","4","3","13","1",55023,,,,,,,,,,,,,,,74,74
"2004","SE",550281,752.5,"1",1941,"1","1","1","4","NA","1",55028,,,,,,,,,,,,,,,62,63
"2004","SE",550421,752.5,"2",1948,"2","1","1","3","13","3",55042,,,,,,,,,,,,,,,55,56
"2004","SE",550461,752.5,"1",1927,"2","1","1","3","NA","3",55046,,,,,,,,,,,,,,,76,77
"2004","SE",550731,752.5,"1",1980,"2","1","1","4","13","NA",55073,,,,,,,,,,,,,,,23,23
"2004","SE",550732,752.5,"3",1974,"1","1","1","2","13","3",55073,,,,,,,,,,,,,,,29,30
"2004","SE",551231,752.5,"1",1941,"2","1","2","3","13","3",55123,,,,,,,,,,,,,,,62,63
"2004","SE",551232,752.5,"1",1935,"1","1","1","3","13","1",55123,,,,,,,,,,,,,,,68,68
"2004","SE",551291,752.5,"3",1938,"1","1","2","3","13","1",55129,,,,,,,,,,,,,,,65,66
"2004","SE",551292,752.5,"1",1943,"2","1","1","4","13","1",55129,,,,,,,,,,,,,,,60,61
"2004","SE",551311,752.5,"4",1980,"1","1","4","3","13","3",55131,,,,,,,,,,,,,,,23,24
"2004","SE",551312,752.5,"3",1981,"2","1","3","2","13","1",55131,,,,,,,,,,,,,,,22,22
"2004","SE",551391,752.5,"2",1923,"1","1","4","3","13","NA",55139,,,,,,,,,,,,,,,80,80
"2004","SE",551392,752.5,"1",1923,"2","1","4","4","13","3",55139,,,,,,,,,,,,,,,80,80
"2004","SE",551491,752.5,"1",1963,"1","1","3","2","NA","1",55149,,,,,,,,,,,,,,,40,40
"2004","SE",551492,752.5,"2",1942,"2","1","1","4","13","1",55149,,,,,,,,,,,,,,,61,61
"2004","SE",551521,752.5,"4",1973,"1","1","1","3","NA","1",55152,,,,,,,,,,,,,,,30,30
"2004","SE",551522,752.5,"1",1980,"2","1","1","3","NA","1",55152,,,,,,,,,,,,,,,23,23
"2004","SE",551581,752.5,"4",1954,"2","1","3","3","13","1",55158,,,,,,,,,,,,,,,49,50
"2004","SE",551582,752.5,"1",1950,"1","1","4","4","13","5",55158,,,,,,,,,,,,,,,53,53
"2004","SE",551851,752.5,"1",1938,"2","1","4","2","NA","1",55185,,,,,,,,,,,,,,,65,66
"2004","SE",551852,752.5,"3",1930,"1","1","3","3","13","3",55185,,,,,,,,,,,,,,,73,73
"2004","SE",552011,752.5,"3",1948,"2","1","4","3","13","1",55201,,,,,,,,,,,,,,,55,55
"2004","SE",552012,752.5,"4",1947,"1","1","4","2","13","1",55201,,,,,,,,,,,,,,,56,57
"2004","SE",552091,752.5,"2",1979,"2","1","1","3","13","1",55209,,,,,,,,,,,,,,,24,25
"2004","SE",552092,752.5,"2",1979,"1","1","4","2","13","3",55209,,,,,,,,,,,,,,,24,24
"2004","SE",552121,752.5,"4",1947,"2","1","4","2","13","1",55212,,,,,,,,,,,,,,,56,56
"2004","SE",552122,752.5,"4",1945,"1","1","4","3","13","5",55212,,,,,,,,,,,,,,,58,58
"2004","SE",552191,752.5,"1",1941,"2","1","4","3","13","3",55219,,,,,,,,,,,,,,,62,63
"2004","SE",552192,752.5,"1",1935,"1","1","1","4","NA","1",55219,,,,,,,,,,,,,,,68,69
"2004","SE",553081,752.5,"2",1969,"1","1","4","2","13","1",55308,,,,,,,,,,,,,,,34,35
"2004","SE",553082,752.5,"2",1971,"2","1","3","3","13","5",55308,,,,,,,,,,,,,,,32,33
"2004","SE",553191,752.5,"3",1940,"1","1","4","3","13","1",55319,,,,,,,,,,,,,,,63,64
"2004","SE",553192,752.5,"2",1943,"2","1","1","3","NA","NA",55319,,,,,,,,,,,,,,,60,60
"2004","SE",553241,752.5,"2",1933,"1","1","2","4","13","1",55324,,,,,,,,,,,,,,,70,70
"2004","SE",553242,752.5,"3",1965,"2","1","1","3","13","NA",55324,,,,,,,,,,,,,,,38,39
"2004","SE",553261,752.5,"1",1980,"2","1","4","2","13","NA",55326,,,,,,,,,,,,,,,23,23
"2004","SE",553262,752.5,"4",1977,"2","1","1","2","13","3",55326,,,,,,,,,,,,,,,26,27
"2004","SE",553281,752.5,"2",1936,"2","1","2","2","13","1",55328,,,,,,,,,,,,,,,67,68
"2004","SE",553282,752.5,"3",1934,"1","1","1","2","NA","3",55328,,,,,,,,,,,,,,,69,69
"2004","SE",553521,752.5,"4",1974,"2","1","4","2","NA","1",55352,,,,,,,,,,,,,,,29,29
"2004","SE",553522,752.5,"2",1971,"1","1","4","2","13","1",55352,,,,,,,,,,,,,,,32,32
"2004","SE",553761,752.5,"4",1958,"2","1","4","3","13","1",55376,,,,,,,,,,,,,,,45,46
"2004","SE",553762,752.5,"1",1957,"1","1","1","2","13","3",55376,,,,,,,,,,,,,,,46,47
"2004","SE",553861,752.5,"2",1940,"1","1","3","4","13","1",55386,,,,,,,,,,,,,,,63,64
"2004","SE",553862,752.5,"2",1941,"2","1","1","2","13","NA",55386,,,,,,,,,,,,,,,62,63
"2004","SE",554041,752.5,"1",1932,"1","1","4","3","13","1",55404,,,,,,,,,,,,,,,71,71
"2004","SE",554042,752.5,"4",1932,"2","1","1","3","13","1",55404,,,,,,,,,,,,,,,71,71
"2004","SE",554061,752.5,"4",1941,"2","1","1","3","13","1",55406,,,,,,,,,,,,,,,62,63
"2004","SE",554062,752.5,"2",1935,"1","1","4","4","13","NA",55406,,,,,,,,,,,,,,,68,68
"2004","SE",554121,752.5,"3",1928,"2","1","4","2","NA","1",55412,,,,,,,,,,,,,,,75,76
"2004","SE",554122,752.5,"2",1923,"1","1","1","2","NA","1",55412,,,,,,,,,,,,,,,80,80
"2004","SE",554141,752.5,"1",1933,"2","1","3","2","NA","NA",55414,,,,,,,,,,,,,,,70,71
"2004","SE",554142,752.5,"3",1931,"1","1","1","2","13","NA",55414,,,,,,,,,,,,,,,72,73
"2004","SE",554181,752.5,"4",1951,"1","1","4","4","13","1",55418,,,,,,,,,,,,,,,52,52
"2004","SE",554182,752.5,"2",1951,"2","1","1","4","13","1",55418,,,,,,,,,,,,,,,52,53
"2004","SE",554451,752.5,"4",1941,"1","1","4","3","13","1",55445,,,,,,,,,,,,,,,62,63
