"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",479761,722.536496350365,"NA","4","2005","55","1",1984,"1","1","1","SE","2","NA","3","7","NA","NA","NA","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,1857,0,0,0,0,0,0,0,0,0,0,827,1,"NA","NA","NA","NA","NA","5","NA","2","NA","NA","NA","NA",47976,"3",20,"1","9.1243"
"2005","SE",480071,722.536496350365,"1319.57","3","2005","60","3",1936,"2","1","1","SE","2","NA","3","5","NA","1","NA","NA","NA",,"NA","0","0","NA",,"7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,17730,0,0,0,0,1,"629.935","2","1940","NA","NA","2","NA","NA","NA","NA","NA","NA",48007,"2",68,"1","9.1243"
"2005","SE",480311,722.536496350365,"NA","3","2005","60","3",1976,"2","1","1","SE","2","NA","3","4","NA","1","2","NA","3","4","38","0","7","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",0,1520,0,9745,0,0,0,0,0,0,0,0,0,0,4187,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",48031,"2",28,"3","9.1243"
"2005","SE",480871,722.536496350365,"1035.07","3","2005","60","3",1984,"2","1","3","SE","2","3","3","3","NA","NA","2","NA","NA",,"40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA",0,355,0,406,0,0,0,0,0,0,0,0,0,0,45,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48087,"2",20,"3","9.1243"
"2005","SE",481021,722.536496350365,"1071.57","4","2005","45","3",1983,"1","1","3","SE","2","NA","3","3","NA","NA","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","2","NA","2","NA",0,351,0,3046,0,2959,0,0,0,564,0,0,0,0,0,1,"635.96","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA",48102,"2",21,"2","9.1243"
"2005","SE",481041,722.536496350365,"1276.25","3","2005","70","3",1930,"1","4","1","SE","2","NA","3","5","NA","1","NA","NA","NA","0 - 1","NA","0","12","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","8","NA","NA",0,0,0,0,0,395,823,0,0,0,4950,7265,0,7,0,1,"NA","1","NA","NA","NA","NA","0","NA","NA","NA","NA","3",48104,"2",74,"3","9.1243"
"2005","SE",481231,722.536496350365,"1184.6","3","2005","90","4",1981,"1","1","1","SE","2","NA",,"4","NA","NA","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","1","NA",9,0,0,0,0,0,0,0,0,0,5922,9784,0,0,1762,1,"585.795","1","NA","1949","NA","NA","3","NA","NA","NA","NA","5",48123,"3",23,"1","9.1243"
"2005","SE",481511,722.536496350365,"NA","4","2005","75","2",1970,"1","2","1","SE","2","NA","5","1","NA","NA","NA","NA","NA","0 - 1","40","12","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",27,0,0,26565,0,0,2243,0,0,0,0,0,1592,0,0,1,"592.3","1","1926","1925","NA","NA","3","NA","NA","NA","NA","NA",48151,"3",34,"1","9.1243"
"2005","SE",481701,722.536496350365,"1215","4","2005","65","3",1963,"1","1","1","SE","2","NA","4","4","NA","1","2","NA","3",,"NA","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","2","NA",0,0,0,13692,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","NA","NA","1948","NA","NA","2","NA","NA","NA","NA","NA",48170,"3",41,"1","9.1243"
"2005","SE",481801,722.536496350365,"NA","4","2005","75","1",1934,"2","5","1","SE","NA","NA","1","5","NA","NA","2","NA","NA","9","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","1","NA",0,0,0,0,0,0,0,0,0,0,17660,0,0,0,0,1,"629.935","NA","NA","NA","NA","2","NA","NA","12","NA","NA","4",48180,"2",70,"4","9.1243"
"2005","SE",482711,722.536496350365,"1219.14","1","2005","60","2",1967,"1","2","1","SE","2","NA","2","1","NA","NA","NA","NA","NA","7","NA","4","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","NA","NA",0,263,0,16279,151,0,0,0,0,0,0,0,0,0,0,1,"584.745","NA","NA","1925","NA","NA","NA","NA","NA","NA","NA","NA",48271,"2",37,"1","9.1243"
"2005","SE",482911,722.536496350365,"NA","4","2005","60","2",1978,"1","1","1","SE","2","NA","3","1","NA","NA","2","NA","3","0 - 1","40","12","0","NA","g","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","2","NA","2","NA",1333,0,0,29872,0,395,0,0,0,0,0,0,0,0,0,1,"1169.49","5","1942","NA","NA","5","NA","1","61","NA","NA","NA",48291,"3",26,"2","9.1243"
"2005","SE",483201,722.536496350365,"1212.3","3","2005","45","3",1932,"2","2","1","SE","1","NA","1","5","NA","1","NA","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",0,0,0,9590,0,0,0,0,0,0,0,0,0,0,0,1,"1171.59","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48320,"2",72,"1","9.1243"
"2005","SE",483211,722.536496350365,"1154.96","3","2005","45","1",1924,"2","5","1","SE","2","NA","3","5","NA","NA","NA","NA","NA","5","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","1","NA","NA","NA",0,139,0,0,0,0,0,0,0,0,14517,0,0,0,0,1,"NA","NA","1934","1952","NA","NA","1","NA","NA","1","NA","NA",48321,"3",80,"1","9.1243"
"2005","SE",483491,722.536496350365,"1215","4","2005","60","1",1953,"1","2","3","Other","2","NA","3","8","NA","NA","2","NA","NA","9","40","12","0","NA",,"NA","12","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,0,29383,0,0,0,0,0,0,0,0,0,0,0,1,"393.6933","NA","1925","1925","NA","NA","NA","1","NA","6","NA","5",48349,"2",51,"NA","9.1243"
"2005","SE",483571,722.536496350365,"NA","4","2005","60","3",1955,"1","2","2","SE","2","3","3","1","NA","1","2","NA","3","7","50","12","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",0,0,0,18379,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","1926","NA","NA","NA","NA","2","NA","1","NA","NA",48357,"2",49,"1","9.1243"
"2005","SE",483621,722.536496350365,"NA","1","2005","60","3",1985,"2","1","1","SE","2","NA","2","4","NA","1","2","NA","3",,"40","0","0","NA",,"NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",0,329,0,3443,0,526,0,0,0,0,0,0,0,0,0,1,"1101.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48362,"3",19,"1","9.1243"
"2005","SE",483751,722.536496350365,"NA","3","2005","75","4",1947,"1","1","3","SE","2","NA","2","1","NA","NA","NA","NA","2","8","40","12","0","NA","i","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",0,0,0,72287,104,0,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",48375,"2",57,"4","9.1243"
"2005","SE",483752,722.536496350365,"1173.25","2","2005","NA","1",1952,"2","1","3","SE","2","NA","4","3","NA","NA","NA","NA","3",,"24","12","9","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","3",0,0,0,8399,0,0,0,0,0,14300,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51","NA",48375,"2",52,"1","9.1243"
"2005","SE",483771,722.536496350365,"1219.14","1","2005","55","3",1967,"2","4","3","SE","2","5","5","3","NA","1","NA","NA","NA","2","NA","0","0","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA",0,0,0,12436,0,0,62,0,0,2733,0,0,0,0,0,1,"562.495","NA","1925","NA","NA","1","NA","1","NA","NA","NA","NA",48377,"3",37,"1","9.1243"
"2005","SE",483931,722.536496350365,"1212.3","3","2005","60","1",1945,"1","2","1","SE","2","NA","1","1","NA","NA","NA","NA","NA","8","40","12","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",70,0,0,37934,18,0,0,0,0,0,0,0,531,0,0,1,"609.57","1","NA","1931","NA","5","NA","NA","NA","1","NA","NA",48393,"3",59,"3","9.1243"
"2005","SE",483932,722.536496350365,"1169.49","2","2005","NA","2",1949,"2","1","2","SE","2","NA","2","2","NA","NA","NA","NA","NA","5","39","0","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","1","NA",0,615,0,21279,0,0,0,0,0,0,0,0,0,0,0,1,"1276.25","NA","NA","NA","NA","NA","1","NA","NA","3","NA","3",48393,"2",55,"1","9.1243"
"2005","SE",483941,722.536496350365,"NA","1","2005","NA","3",1933,"2","2","3","SE","2","NA","5","5","NA","1","NA","NA","3",,"35","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,224,0,0,313,0,1229,0,19730,0,0,0,0,1,"609.57","NA","NA","1944","NA","NA","2","NA","NA","3","NA","4",48394,"3",71,"1","9.1243"
"2005","SE",483942,722.536496350365,"1181.08","4","2005","60","2",1924,"1","2","1","SE","2","NA",,"5","NA","NA","NA","NA","NA",,"30","4","0","NA",,"3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","2","NA",0,132,0,0,0,0,0,0,0,0,15094,0,0,0,0,1,"NA","1","NA","1946","NA","NA","NA","NA","NA","NA","NA","5",48394,"3",80,"4","9.1243"
"2005","SE",484081,722.536496350365,"1200.05","1","2005","75","2",1928,"2","4","1","SE","1","NA","5","5","NA","NA","2","NA","NA","2","NA","4","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","6",248,0,0,0,0,0,0,0,142,0,6205,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",48408,"2",76,"2","9.1243"
"2005","SE",484082,722.536496350365,"1173.25","2","2005","55","1",1927,"1","2","1","SE","2","NA",,"5","NA","NA","2","NA","3",,"NA","0","12","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,22989,0,0,0,0,1,"394.8667","1","1937","NA","NA","NA","NA","NA","NA","NA","NA","NA",48408,"3",77,"1","9.1243"
"2005","SE",484151,722.536496350365,"1171.59","4","2005","NA","3",1932,"2","5","2","SE","1","NA","5","5","NA","NA","NA","NA","3","3","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA",0,1315,0,0,0,0,0,0,0,0,11064,0,0,0,0,1,"584.745","1","1942","NA","NA","NA","NA","1","NA","NA","NA","4",48415,"2",72,"3","9.1243"
"2005","SE",484152,722.536496350365,"1171.59","2","2005","75","3",1929,"1","2","1","SE","2","NA","3","5","NA","2","NA","NA","NA","3","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,6650,0,0,0,0,1,"584.745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48415,"2",75,"3","9.1243"
"2005","SE",484191,722.536496350365,"NA","1","2005","75","1",1939,"1","2","3","SE","1","NA","1","6","NA","2","2","NA","3",,"40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,110,0,0,0,0,0,0,0,0,0,0,0,6893,0,1,"609.57","1","NA","1935","NA","NA","4","NA","NA","1","NA","NA",48419,"2",65,"1","9.1243"
"2005","SE",484192,722.536496350365,"1171.59","4","2005","60","2",1937,"2","2","1","SE","2","NA","5","5","NA","NA","NA","NA","3","2","NA","0","0","NA",,"NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,2082,0,0,0,0,0,0,1377,0,22168,0,0,0,0,1,"1169.49","1","NA","1925","NA","NA","NA","2","NA","NA","NA","5",48419,"2",67,"1","9.1243"
"2005","SE",484571,722.536496350365,"NA","3","2005","70","1",1936,"2","5","1","SE","2","3","3","5","NA","1","2","NA","NA","8","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA",22,0,0,0,0,942,0,0,283,0,4083,0,0,0,0,1,"607.5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",48457,"2",68,"1","9.1243"
"2005","SE",484572,722.536496350365,"1319.57","4","2005","50","4",1932,"1","2","3","SE","2","NA","2","5","NA","NA","2","NA","3","7","NA","0","0","NA",,"NA","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1","NA","2","NA",0,0,0,0,0,263,0,0,799,0,23080,0,0,0,0,1,"NA","NA","1946","NA","NA","1","NA","NA","NA","6","NA","5",48457,"3",72,"1","9.1243"
"2005","SE",484671,722.536496350365,"1171.59","3","2005","38","1",1930,"2","2","2","SE","2","NA","1","5","NA","NA","NA","NA","NA",,"45","0","12","NA",,"5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","NA","NA",0,263,0,0,0,526,0,0,0,0,7701,0,0,6743,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","72","NA","NA","NA",48467,"2",74,"1","9.1243"
"2005","SE",484672,722.536496350365,"1184.6","1","2005","90","3",1929,"1","2","2","SE","2","NA","3","5","NA","NA","NA","NA","3","7","30","12","12","NA",,"NA","11","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","NA","NA",34,0,0,0,0,0,0,0,4280,0,20898,0,0,0,0,1,"607.5","1","NA","NA","NA","NA","1","1","NA","NA","NA","5",48467,"3",75,"1","9.1243"
"2005","SE",484691,722.536496350365,"NA","1","2005","60","3",1953,"2",,"1","Other","2","NA",,"2","NA","NA","2","NA","NA","8","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",0,0,0,10173,0,0,3,0,0,0,373,0,0,2189,0,1,"1169.49","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","5",48469,"3",51,"2","9.1243"
"2005","SE",484692,722.536496350365,"1219.14","1","2005","45","3",1954,"2","5","1","SE","2","NA","2","6","NA","NA","2","NA","3","5","NA","0","3","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,3096,0,0,8962,0,1,"394.8667","NA","1949","NA","NA","NA","NA","NA","NA","NA","NA","NA",48469,"2",50,"1","9.1243"
"2005","SE",484741,722.536496350365,"NA","4","2005","55","4",1932,"1","2","3","SE","1","NA","3","5","NA","NA","NA","NA","NA","7","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",0,0,0,0,0,0,0,0,1014,0,7242,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48474,"3",72,"1","9.1243"
"2005","SE",484742,722.536496350365,"NA","2","2005","60","3",1932,"2","2","3","SE","2","NA","5","5","NA","NA","2","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","1","6","2","NA",0,0,0,0,0,413,0,0,0,0,12766,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","4",48474,"3",72,"1","9.1243"
"2005","SE",484971,722.536496350365,"1276.25","4","2005","60","4",1939,"1","2","1","SE","2","NA","3","5","NA","NA","NA","NA","3",,"40","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,30576,0,0,0,0,1,"405","1","NA","1925","NA","1","NA","1","NA","1","NA","NA",48497,"3",65,"1","9.1243"
"2005","SE",484972,722.536496350365,"NA","4","2005","60","2",1940,"2","2","3","SE","2","NA","1","5","NA","NA","NA","NA","3","5","30","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",0,0,0,249,0,1184,0,0,1249,0,35965,0,0,0,0,1,"635.96","NA","1939","1928","NA","NA","NA","1","NA","NA","NA","NA",48497,"2",64,"4","9.1243"
"2005","SE",485141,722.536496350365,"NA","4","2005","65","3",1929,"2","2","3","SE","2","NA","3","5","NA","NA","2","NA","2","9","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","2","NA",0,452,0,0,0,395,0,0,81,0,8143,0,0,0,0,1,"638.125","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","5",48514,"2",75,"3","9.1243"
"2005","SE",485142,722.536496350365,"NA","4","2005","NA","4",1927,"1","2","3","SE","2","NA",,"5","NA","1","2","NA","3",,"45","9","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,12373,0,0,0,0,1,"1271.92","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA",48514,"2",77,"3","9.1243"
"2005","SE",485281,722.536496350365,"NA","4","2005","55","3",1938,"1","2","1","SE","2","NA","3","5","NA","NA","2","NA","3","8","40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","8","NA","NA",0,658,0,21205,0,489,0,0,0,0,27469,0,0,0,0,1,"1259.87","NA","1940","NA","NA","1","NA","NA","NA","NA","NA","3",48528,"2",66,"3","9.1243"
"2005","SE",485282,722.536496350365,"1259.87","4","2005","60","3",1938,"2","2","1","SE","1","NA","5","5","NA","NA","2","NA","3",,"60","0","0","NA",,"NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",14,263,0,0,0,0,0,0,1739,0,14884,0,0,0,0,1,"607.5","NA","1925","1925","NA","NA","2","2","NA","NA","NA","NA",48528,"2",66,"1","9.1243"
"2005","SE",485641,722.536496350365,"1184.35","3","2005","60","4",1952,"2","2","1","SE","2","NA","3","2","NA","1","NA","NA","NA","5","45","0","0","NA","l-n","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","2","NA","2","NA",0,263,0,502,0,0,0,0,0,0,0,0,18330,0,0,1,"NA","1","1925","NA","NA","1","NA","2","NA","NA","NA","NA",48564,"3",52,"1","9.1243"
"2005","SE",485642,722.536496350365,"1044.87","4","2005","90","2",1985,"1","1","1","SE","2","NA","2",,"NA","NA","2","NA","NA",,"NA","1","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",5,0,0,1103,3,175,0,0,0,0,0,0,0,0,83,1,"295.27","NA","NA","NA","NA","3","0","NA","NA","NA","NA","NA",48564,"2",19,"4","9.1243"
"2005","SE",485721,722.536496350365,"NA","1","2005","60","1",1924,"1","2","2","SE","2","NA",,"5","NA","NA","NA","NA","3",,"51","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","2","NA",39,0,0,0,0,0,0,0,0,0,28216,0,0,0,0,1,"1171.59","NA","1925","1925","NA","5","NA","NA","NA","1","NA","5",48572,"2",80,"4","9.1243"
"2005","SE",485722,722.536496350365,"1184.35","3","2005","90","2",1926,"2","2","3","SE","2","NA",,"5","NA","1","2","NA","3",,"NA","12","0","NA",,"NA","7","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","1","NA",0,655,0,0,0,0,0,0,0,0,10658,0,0,0,0,1,"NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",48572,"2",78,"1","9.1243"
"2005","SE",485911,722.536496350365,"NA","2","2005","30","2",1953,"2","5","3","SE","1","NA","3","2","NA","NA","NA","NA","3","5","40","0","0","NA","l-n","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","NA","NA","2","NA",0,0,0,8148,0,0,0,0,0,13086,0,0,0,0,0,1,"NA","NA","1950","NA","NA","NA","NA","NA","NA","NA","NA","NA",48591,"2",51,"NA","9.1243"
"2005","SE",485912,722.536496350365,"1184.6","3","2005","60","2",1948,"1","1","3","SE","2","NA","2","1","NA","NA","2","NA","NA","2","NA","0","1","NA",,"6","11","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","1","NA","NA","NA",0,0,0,16058,43,0,744,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA",48591,"2",56,"1","9.1243"
"2005","SE",485991,722.536496350365,"1173.25","3","2005","50","1",1924,"1","2","1","SE","2","NA","3","5","NA","NA","NA","2","3","6","40","0","3","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,12663,0,0,0,0,1,"NA","1","1925","1949","NA","NA","NA","1","NA","NA","NA","NA",48599,"2",80,"4","9.1243"
"2005","SE",485992,722.536496350365,"1184.35","1","2005","65","4",1924,"2","4","2","SE","1","NA","1","5","NA","NA","2","NA","NA","5","NA","0","3","NA",,"3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,8743,0,0,0,0,1,"NA","NA","NA","1935","NA","NA","NA","NA","NA","NA","NA","NA",48599,"3",80,"1","9.1243"
"2005","SE",486121,722.536496350365,"1219.14","4","2005","60","2",1952,"2","5","1","SE","2","NA","3","1","NA","NA","NA","NA","NA","5","40","0","0","14","l-n","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,506,0,21379,0,324,0,0,0,0,0,0,1141,0,0,1,"NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",48612,"2",52,"3","9.1243"
"2005","SE",486122,722.536496350365,"1319.57","4","2005","60","2",1985,"1","1","3","SE","2","3","2","4","NA","NA","2","NA","3",,"NA","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","2","NA","NA","NA",0,395,0,956,0,0,561,0,0,0,0,0,0,0,813,1,"NA","NA","NA","1927","NA","NA","NA","NA","NA","NA","NA","NA",48612,"2",19,"3","9.1243"
"2005","SE",486281,722.536496350365,"1219.14","4","2005","75","3",1924,"2","4","3","SE","2","5","3","5","NA","1","2","NA","NA",,"30","0","0","NA","g","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,10942,0,0,0,0,1,"584.745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",48628,"2",80,"1","9.1243"
