"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","SE",51484,"3","2010","26",58214,31328,0,0,,,,,,,,,0,0,0,0,0,,60,,0,3504,0,,23382,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","1","6","2","1","NA","517.93","309.44","NA","1","NA","1","NA","1","1","1000801","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51487,"1","2010","17",84589,76303,0,0,,,,,,,,,0,2095,0,0,0,,433,,277,0,0,,8286,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","NA","542.14","NA","1","NA","1","NA","NA","NA","824702","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51496,"4","2010","24",32444,21245,0,0,,,,,,,,,0,1032,0,0,0,,539,,31,1473,0,,9725,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","2825.1","3","NA","2","2","1","2","1","NA","2","6","2","1","NA","742.53","992.65","NA","1","NA","1","NA","1","1","472701","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51515,"2","2010","9",74316,68413,0,0,,,,,,,,,0,3126,7477,12897,5369,,0,,0,92,0,,5811,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","394.29","NA","1","NA","1","NA","2","1","62501","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51533,"4","2010","13",101484,55405,0,0,,,,,,,,,0,28605,0,0,0,,2774,,0,957,0,,45122,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1412.55","3","NA","2","2","2","2","1","NA","2","6","2","1","659.19","637.34","625.1","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51550,"4","2010","15",76225,60076,0,0,,,,,,,,,0,12523,0,0,0,,72,,0,1371,0,,14778,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","470.85","2","NA","2","2","2","2","1","NA","2","5","1","2","NA","817.87","443.26","NA","1","NA","1","NA","1","1","613701","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51552,"4","2010","35",32268,22613,0,0,,,,,,,,,0,5580,0,0,0,,23,,0,753,0,,8902,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","NA","2","5","2","1","NA","817.87","992.65","NA","1","NA","1","NA","NA","1","720001","1002902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51554,"3","2010","15",38351,20441,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2439,0,,15471,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","1","2","1","NA","2","6","2","1","NA","742.53","992.65","NA","1","NA","1","NA","1","1","720001","1002902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51579,"1","2010","46",61915,54439,0,0,,,,,,,,,0,0,0,0,0,,1014,,0,0,0,,7476,,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","4","2354.25","2","3","2","2","2","2","1","NA","2","3","2","1","NA","626.04","702.79","NA","1","NA","1","NA","2","1","901201","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51590,"1","2010","15",30297,22165,0,0,,,,,,,,,0,747,0,0,0,,377,,44,17,368,,7747,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1412.55","3","NA","2","2","2","2","1","NA","3","6","1","1","1035.87","637.34","315.47","NA","1","NA","1","NA","NA","NA","960601","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51605,"4","2010","10",72317,58642,0,0,,,,,,,,,0,0,0,0,0,,1168,,0,4075,0,,9600,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","2354.25","2","NA","2","2","2","2","1","NA","2","5","2","1","NA","817.87","992.65","NA","1","NA","1","NA","1","1","550102","1002902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51661,"3","2010","13",28885,27532,0,0,,,,,,,,,0,3295,0,0,0,,14,,0,0,0,,1352,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2825.1","3","NA","2","2","2","1","1","NA","2","6","2","1","NA","637.34","952.91","NA","1","NA","1","NA","NA","1","88701","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51663,"2","2010","50",53294,24777,0,0,,,,,,,,,0,0,162,0,0,,97,,0,0,0,,28517,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","4","1789.23","3","NA","2","2","2","1","1","NA","2","6","1","1","NA","730.1","518.03","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51675,"3","2010","40",16262,9654,0,0,,,,,,,,,0,1107,0,0,0,,0,,0,376,0,,6233,,"2","NA","2","NA","NA","NA","1","1","1","1","2","1","1","1","6","2354.25","3","NA","2","2","2","2","1","NA","2","1","2","1","NA","637.34","456.44","NA","1","NA","1","NA","2","1","556402","88702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51680,"4","2010","45",119059,100705,0,0,,,,,,,,,0,0,0,0,0,,31,,0,0,0,,18354,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","2","NA","2","6","2","1","NA","626.04","394.29","NA","1","NA","1","NA","1","1","550102","62502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51682,"1","2010","48",35039,26314,0,0,,,,,,,,,0,1927,0,0,0,,0,,0,1188,0,,7537,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2825.1","3","NA","2","2","1","2","1","NA","2","6","2","1","NA","817.87","394.29","NA","1","NA","1","NA","2","1","472701","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51692,"1","2010","29",24675,11050,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1234,0,,12390,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","2","2","2","2","2","1","NA","2","6","2","1","NA","NA","406.25","NA","1","NA","1","NA","1","NA","NA","617802","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51741,"4","2010","15",25587,17648,0,0,,,,,,,,,0,0,0,0,0,,0,,0,165,0,,7774,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1883.4","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","659.28","NA","1","NA","1","NA","2","1","283501","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51747,"1","2010","22",50608,30665,0,0,,,,,,,,,0,0,0,0,0,,158,,0,2707,0,,17236,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2825.1","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","730.1","283.07","NA","1","NA","1","NA","1","1","720001","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51764,"2","2010","8",77717,70282,0,0,,,,,,,,,0,0,0,0,0,,177,,0,372,0,,7062,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2825.1","3","2","2","2","2","1","4","NA","2","6","2","1","NA","637.34","304.26","NA","1","NA","1","NA","3","NA","558002","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51776,"4","2010","20",57364,48048,0,0,,,,,,,,,0,15209,0,0,0,,14,,0,826,0,,8490,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2825.1","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","517.93","555.6","NA","1","NA","1","NA","1","1","62501","1002902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51789,"4","2010","20",75689,46479,0,0,,,,,,,,,0,1651,0,0,0,,0,,0,0,0,,29209,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","2","2","2","2","NA","2","4","2","1","NA","730.1","441.09","NA","1","NA","1","NA","1","1","720001","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51793,"3","2010","28",74895,66476,0,0,,,,,,,,,0,0,40924,2832,0,,0,,0,374,0,,8045,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","NA","3","NA","2","2","2","2","1","NA","2","4","2","1","NA","742.53","647.32","NA","1","NA","1","NA","NA","1","514602","720002","NA","NA","NA","3",1.6,,,,,,,,,,,
"2010","SE",51795,"4","2010","53",76114,19344,0,0,,,,,,,,,0,1540,0,0,0,,455,,119,1311,0,,55459,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2354.25","3","NA","2","2","2","2","1","NA","2","6","2","2","NA","637.34","1032.67","NA","1","NA","1","NA","1","1","169202","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51798,"2","2010","12",48946,35460,0,0,,,,,,,,,0,1873,0,0,0,,553,,145,131,0,,13356,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2354.25","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","742.53","555.6","NA","1","NA","1","NA","NA","1","472701","62502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51805,"4","2010","12",124177,106845,0,0,,,,,,,,,0,5131,0,1050,0,,0,,179,0,0,,17332,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","1","2","1","NA","2","5","2","1","NA","742.53","622.75","NA","1","NA","1","NA","1","1","62501","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51820,"3","2010","49",74554,67541,0,0,,,,,,,,,0,9419,0,0,0,,2894,,0,3692,0,,3321,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","7062.75","3","NA","2","2","2","1","4","NA","2","6","2","1","659.19","637.34","756.75","NA","1","NA","1","NA","NA","1","682001","667602","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51825,"4","2010","30",35679,26565,0,0,,,,,,,,,0,364,0,0,0,,247,,0,214,0,,8900,,"2","NA","1","NA","2","NA","1","1","1","1","1","1","1","3","4","3766.8","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","1032.67","NA","1","NA","1","NA","2","1","NA","613702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51842,"4","2010","15",66257,52520,0,0,,,,,,,,,0,5735,0,0,0,,536,,0,0,0,,13737,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","2354.25","3","NA","2","2","2","2","1","NA","2","6","2","1","282.51","637.34","1550.41","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51857,"2","2010","NA",92785,85152,0,0,,,,,,,,,0,2209,0,0,0,,5062,,171,471,0,,7161,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","1344.37","NA","1","NA","1","NA","2","NA","131301","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51912,"1","2010","15",48557,36282,0,0,,,,,,,,,0,0,0,0,0,,17,,0,542,0,,11732,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","NA","2","1","2","1","NA","817.87","1032.67","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51918,"4","2010","14",68898,58863,0,0,,,,,,,,,0,15116,0,0,0,,87,,0,2956,0,,7079,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2354.25","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","742.53","647.32","NA","1","NA","1","NA","1","1","1002901","1002902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51930,"2","2010","19",73485,67444,1811,1811,,,,,,,,,1811,477,0,0,0,,9023,,184,0,0,,6041,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1412.55","3","2","2","2","2","2","1","NA","2","6","2","1","NA","730.1","862.31","NA","1","NA","1","NA","NA","1","462402","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51952,"4","2010","22",83010,65482,0,0,,,,,,,,,0,0,0,0,0,,451,,0,1930,0,,15599,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","1","3","2","1","NA","NA","625.1","NA","1","NA","1","NA","NA","1","NA","487202","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",51956,"3","2010","9",43688,42036,0,0,,,,,,,,,0,0,0,0,0,,314,,0,258,0,,1394,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1412.55","3","NA","2","2","2","2","4","NA","2","5","2","1","NA","637.34","465.11","NA","1","NA","1","NA","2","1","92202","354302","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",51992,"4","2010","27",124241,87581,0,0,,,,,,,,,0,0,0,0,0,,3535,,0,10925,0,,25735,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2354.25","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","817.87","555.6","NA","1","NA","1","NA","1","1","NA","1002902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52042,"3","2010","23",849,-12350,0,0,,,,,,,,,0,695,0,0,0,,37,,55,3597,0,,9601,,"2","NA","2","NA","1","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","2","NA","3","6","2","1","NA","817.87","518.03","NA","1","NA","1","NA","1","NA","358202","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52055,"4","2010","42",81930,74248,0,0,,,,,,,,,0,14319,0,0,0,,0,,0,1191,0,,6492,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","2","2","2","2","NA","2","4","2","1","NA","742.53","394.29","NA","1","NA","1","NA","2","1","472701","62502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52063,"2","2010","13",104838,100224,0,0,,,,,,,,,0,0,0,90,0,,3405,,0,262,0,,4352,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","2354.25","3","NA","2","2","2","2","4","NA","2","5","2","1","NA","637.34","711.45","NA","1","NA","1","NA","2","1","NA","88702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52069,"4","2010","7",48311,32126,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16186,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","555.6","NA","1","NA","1","NA","NA","1","1002901","1002902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52079,"2","2010","16",102738,91993,0,0,,,,,,,,,0,1573,0,0,0,,445,,0,421,0,,10325,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2354.25","2","2","2","2","2","2","1","NA","2","4","2","1","NA","637.34","515.67","NA","1","NA","1","NA","1","NA","682001","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52090,"4","2010","17",137165,135230,0,0,,,,,,,,,0,52279,0,0,0,,47,,0,303,0,,1632,,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1412.55","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","730.1","460.21","NA","1","NA","1","NA","NA","1","NA","994902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52093,"2","2010","48",33489,12377,0,0,,,,,,,,,0,0,0,0,0,,206,,0,4471,0,,16642,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","753.36","3","NA","1","2","2","1","1","NA","2","5","2","1","NA","742.53","456.44","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52094,"4","2010","21",75446,58266,0,0,,,,,,,,,0,20217,0,0,0,,152,,7,1203,0,,15978,,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","730.1","458.14","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52101,"4","2010","32",41660,19268,1680,1680,,,,,,,,,1680,735,0,0,0,,67,,0,1063,0,,21329,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","742.53","309.44","NA","1","NA","1","NA","1","1","283501","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52111,"1","2010","16",63713,52249,0,0,,,,,,,,,0,0,0,0,0,,291,,0,368,0,,11096,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","742.53","394.29","NA","1","NA","1","NA","1","1","62501","1002902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52115,"4","2010","13",58265,51917,0,0,,,,,,,,,0,0,0,0,0,,8187,,0,202,0,,6145,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","2","5","2354.25","3","NA","2","1","2","2","4","NA","2","6","2","1","NA","626.04","443.26","NA","1","NA","1","NA","NA","1","360401","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52119,"4","2010","16",83510,78977,0,0,,,,,,,,,0,49103,0,0,0,,368,,16,221,0,,4312,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","742.53","309.44","NA","1","NA","1","NA","NA","1","NA","994902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52136,"3","2010","12",99496,88510,0,0,,,,,,,,,0,0,0,0,0,,997,,0,769,0,,10217,,"1","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1412.55","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","360.11","655.52","NA","1","NA","1","NA","1","NA","530002","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52138,"3","2010","13",20160,7532,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12628,,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","1","2","1","NA","2","5","2","1","NA","637.34","542.14","NA","1","NA","1","NA","1","1","824702","513602","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52141,"2","2010","24",89487,52455,0,0,,,,,,,,,0,24808,0,0,0,,14,,0,869,0,,36163,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","1883.4","3","NA","2","2","2","2","1","NA","2","3","2","1","659.19","817.87","458.14","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52152,"4","2010","17",83746,72024,0,0,,,,,,,,,0,0,0,0,0,,72,,0,11120,0,,602,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","517.93","608.43","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52153,"4","2010","13",34743,23942,0,0,,,,,,,,,0,0,0,0,0,,14,,0,978,0,,9822,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","470.85","3","3","2","2","2","2","1","NA","2","6","1","1","NA","730.1","822.76","NA","1","NA","1","NA","1","1","341301","921102","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52165,"3","2010","14",24645,15978,0,0,,,,,,,,,0,7351,0,0,0,,0,,0,60,0,,8607,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","1282.12","NA","1","NA","1","NA","1","NA","1000801","283502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52168,"1","2010","52",109113,106257,0,0,,,,,,,,,0,0,0,0,0,,921,,0,102,0,,2755,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","465.11","NA","1","NA","1","NA","1","1","487201","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52190,"4","2010","25",2952,-8990,0,0,,,,,,,,,0,1880,0,0,0,,0,,0,25,540,,11377,,"2","NA","2","NA","1","NA","2","1","1","1","1","1","1","1","2","1412.55","3","3","2","1","2","2","1","NA","2","3","2","1","NA","484.98","365.76","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52197,"4","2010","6",63750,51362,0,0,,,,,,,,,0,20569,0,0,0,,615,,30,3376,0,,9011,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1883.4","3","NA","2","2","2","2","4","NA","2","3","2","1","NA","817.87","309.44","NA","1","NA","1","NA","1","NA","354301","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52206,"4","2010","13",58323,45982,0,0,,,,,,,,,0,0,0,0,0,,590,,0,0,0,,12341,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","542.14","NA","1","NA","1","NA","NA","1","283501","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52220,"4","2010","32",33064,23557,0,0,,,,,,,,,0,0,0,0,0,,0,,0,163,0,,9344,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","3","3","2","2","1","2","4","NA","1","3","2","1","NA","637.34","542.14","NA","1","NA","1","NA","1","1","487201","487202","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52252,"3","2010","8",34402,33892,0,0,,,,,,,,,0,288,0,0,0,,36,,0,15,0,,496,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","2354.25","3","NA","2","2","2","2","1","NA","2","3","2","1","NA","517.93","622.75","NA","1","NA","1","NA","1","1","1002901","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52253,"3","2010","7",73720,26096,0,0,,,,,,,,,0,0,0,0,0,,714,,0,0,0,,47624,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","498.54","NA","1","NA","1","NA","1","NA","NA","1000802","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52257,"3","2010","10",36458,24794,0,0,,,,,,,,,0,0,0,0,0,,522,,0,720,0,,10943,,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1412.55","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","517.93","542.14","NA","1","NA","1","NA","NA","NA","283501","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52264,"2","2010","23",51476,36776,0,0,,,,,,,,,0,0,0,0,0,,1107,,0,3113,0,,11587,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","2","NA","2","6","2","1","NA","626.04","283.07","NA","1","NA","1","NA","1","1","472701","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52266,"4","2010","20",34788,27235,0,0,,,,,,,,,0,14527,0,0,0,,17,,0,362,0,,7192,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","5","NA","3","NA","2","2","1","2","1","NA","2","4","2","1","NA","742.53","441.09","NA","1","NA","1","NA","1","1","550102","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52267,"4","2010","83",30710,1378,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,29332,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","NA","1","6","2","1","NA","NA","486.39","NA","1","NA","1","NA","1","NA","NA","487202","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52291,"4","2010","15",47981,40062,0,0,,,,,,,,,0,1068,0,0,0,,0,,0,0,0,,7919,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","1","2","1","1","NA","2","4","1","1","NA","817.87","1103.48","NA","1","NA","1","NA","NA","1","723501","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52309,"2","2010","11",62345,45122,0,0,,,,,,,,,0,0,0,0,0,,34,,0,1285,0,,15938,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1412.55","2","NA","2","2","2","2","2","NA","2","6","2","1","NA","637.34","515.67","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52314,"2","2010","36",65877,44684,1342,1342,,,,,,,,,1342,587,0,0,0,,54,,0,497,0,,20696,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","NA","2","5","2","1","NA","730.1","608.43","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","SE",52322,"4","2010","10",34162,22196,0,0,,,,,,,,,0,1224,0,0,0,,0,,0,517,0,,11449,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","NA","2","2","2","1","NA","637.34","655.52","NA","1","NA","1","NA","NA","NA","1000801","487202","NA","NA","NA","3",1.6,,,,,,,,,,,
"2010","SE",52329,"2","2010","17",34770,17360,0,0,,,,,,,,,0,0,0,181,0,,6832,,0,812,0,,16598,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1883.4","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","NA","465.11","NA","1","NA","1","NA","1","1","706402","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52343,"2","2010","23",43927,39951,0,0,,,,,,,,,0,1087,0,0,0,,568,,33,333,0,,3642,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","1","NA","2","4","2","1","NA","730.1","394.29","NA","1","NA","1","NA","1","1","1002901","62502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","SE",52346,"4","2010","6",33579,33282,0,0,,,,,,,,,0,0,0,0,0,,2987,,0,25,0,,273,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","4","NA","2","NA","2","2","1","2","4","NA","2","5","2","1","NA","730.1","394.29","NA","1","NA","1","NA","2","1","550102","720002","NA","NA","NA","3",1.8,,,,,,,,,,,
