"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010"
"2004","SE",443983,756.519065190652,"1667.6","2","2004","60","3",1984,"1","1","1","SE","1","NA","3","7","NA","1","2","NA","NA",,"NA","4","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","7",11,0,0,488,0,0,0,0,0,0,0,0,0,0,71,1,44398,"2",19,"4","9.1242"
"2004","SE",443984,756.519065190652,"NA","1","2004","65","2",1987,"2","1","3","SE","2","NA","2","4","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","2","NA",0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,44398,"2",16,"1","9.1242"
"2004","SE",444351,756.519065190652,"1884.1","2","2004","42","2",1955,"1","2","1","SE","2","NA","2","1","NA","NA","2","1","3","9","NA","12","0","NA","l-n","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","2","NA","2","NA",0,0,0,22872,0,0,0,0,0,0,0,0,0,0,0,1,44435,"2",48,"1","9.1242"
"2004","SE",444352,756.519065190652,"NA","2","2004","90","2",1954,"2","2","1","SE","2","NA","2","6","NA","NA","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",0,0,0,7447,0,0,-265,0,0,0,0,0,7852,0,0,1,44435,"3",49,"3","9.1242"
"2004","SE",444353,756.519065190652,"NA","4","2004","55","3",1983,"2","1","2","SE","2","NA","2","1","NA","NA","NA","NA","NA","9","NA","12","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA",0,0,0,2964,0,0,0,0,0,0,2209,0,0,0,651,1,44435,"2",20,"3","9.1242"
"2004","SE",444354,756.519065190652,"NA","1","2004","45","2",1978,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","l-n","NA","12","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","1","NA",0,0,0,22992,422,0,0,0,0,0,0,0,0,0,0,1,44435,"3",25,"2","9.1242"
"2004","SE",444471,756.519065190652,"1279.6","4","2004","60","2",1967,"2","3","1","Other","2","NA","5","1","NA","NA","NA","NA","3","5","40","12","0","NA","h","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,0,0,64166,75,0,-1397,0,0,0,0,0,348,0,0,1,44447,"2",36,"1","9.1242"
"2004","SE",444472,756.519065190652,"1389.1","4","2004","60","3",1967,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3","3","50","12","0","NA","j","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",0,0,0,87715,0,0,0,0,0,0,0,0,0,0,0,1,44447,"3",36,"4","9.1242"
"2004","SE",444641,756.519065190652,"1273.1","1","2004","65","1",1947,"1","2","2","SE","2","NA","3","1","NA","1","NA","NA","NA","7","40","12","12","16","f","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","1","NA","2","NA",4,0,0,22013,1104,0,0,0,0,0,0,0,0,0,0,1,44464,"2",56,"1","9.1242"
"2004","SE",444642,756.519065190652,"1563.7","4","2004","80","2",1949,"2","5","1","SE","2","NA","5","1","NA","NA","NA","NA","3","2","NA","4","0","NA","l-n","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",0,0,0,365,0,0,0,0,0,0,0,0,21999,0,0,1,44464,"2",54,"3","9.1242"
"2004","SE",444643,756.519065190652,"1389.1","4","2004","90","1",1978,"1","1","1","EU","1","NA","5","9","NA","1","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",0,263,0,589,0,0,0,0,0,0,0,0,0,0,59,1,44464,"2",25,"1","9.1242"
"2004","SE",444644,756.519065190652,"NA","2","2004","NA","4",1984,"1","1","3","SE","1","NA","3","4","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","2","NA",0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,1,44464,"2",19,"1","9.1242"
"2004","SE",445061,756.519065190652,"1393.3","4","2004","65","4",1965,"2","1","3","SE","2","5","5","4","NA","1","2","NA","2",,"NA","12","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","NA","NA","NA","NA",0,0,0,6216,0,0,0,0,0,0,0,0,0,0,10102,1,44506,"2",38,"3","9.1242"
"2004","SE",445062,756.519065190652,"1279.6","4","2004","90","1",1956,"1","2","1","SE","2","NA","2","1","NA","NA","2","NA","3","8","50","12","2","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","1","NA",0,0,0,34942,0,0,0,0,0,0,0,0,0,0,0,1,44506,"3",47,"1","9.1242"
"2004","SE",445111,756.519065190652,"NA","2","2004","90","2",1974,"1","1","3","SE","2","NA","5","1","NA","NA","NA","NA","3","3","45","12","0","NA","j","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,30104,0,0,0,0,0,0,0,0,100,0,0,1,44511,"2",29,"1","9.1242"
"2004","SE",445112,756.519065190652,"NA","4","2004","75","3",1978,"2","1","1","SE","2","NA","5","1","NA","NA","NA","NA","NA","2","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","2","NA",0,386,0,15399,0,0,0,0,0,0,0,0,0,0,1344,1,44511,"3",25,"1","9.1242"
"2004","SE",445311,756.519065190652,"1591.2","3","2004","35","4",1972,"2","1","2","SE","2","NA","5","8","NA","NA","NA","NA","3","2","40","0","0","NA","NA","1","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","NA","NA","2","NA",0,456,0,10454,0,0,0,0,0,0,0,0,246,0,0,1,44531,"2",31,"4","9.1242"
"2004","SE",445312,756.519065190652,"NA","4","2004","51","2",1963,"1","5","1","SE","2","NA","3","1","NA","NA","NA","NA","3","3","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",0,0,0,21857,0,0,0,0,0,0,0,0,0,0,0,1,44531,"3",40,"3","9.1242"
"2004","SE",445341,756.519065190652,"1198.1","1","2004","55","2",1964,"1","1","3","SE","2","NA","4","1","NA","NA","2","NA","3","3","40","12","0","NA","b-e","NA","11","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","2","NA","NA","NA",0,1315,0,24086,0,0,0,0,0,0,0,0,0,0,0,1,44534,"2",39,"1","9.1242"
"2004","SE",445342,756.519065190652,"1591.2","4","2004","60","2",1964,"2","2","2","SE","2","NA","3","2","NA","NA","NA","NA","3","5","40","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","3","NA","NA",461,215,0,30978,0,3836,0,0,0,0,0,0,0,0,0,1,44534,"2",39,"3","9.1242"
"2004","SE",445351,756.519065190652,"1273.1","1","2004","35","4",1971,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","3","NA","12","0","NA","j","NA","12","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","6","2","NA",4,0,0,33926,0,0,0,0,0,0,0,0,0,0,0,1,44535,"3",32,"1","9.1242"
"2004","SE",445352,756.519065190652,"NA","3","2004","90","2",1974,"2","2","3","SE","2","NA","5","4","NA","1","2","NA","3","3","40","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",6250,0,0,10849,0,263,0,0,0,0,0,0,0,0,7633,1,44535,"3",29,"1","9.1242"
"2004","SE",445461,756.519065190652,"1356.3","1","2004","90","2",1963,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","NA","4","40","12","0","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",0,0,0,36264,0,263,0,0,0,0,0,0,129,0,0,1,44546,"2",40,"1","9.1242"
"2004","SE",445462,756.519065190652,"1387.3","1","2004","70","3",1968,"2","2","3","SE","2","NA","5","1","NA","NA","NA","NA","NA","3","NA","3","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","2","NA",0,0,0,10190,1070,0,0,0,0,0,0,0,0,0,0,1,44546,"3",35,"1","9.1242"
"2004","SE",445464,756.519065190652,"1393.3","2","2004","80","2",1987,"1","1","1","SE","2","NA","2","4","NA","NA","2","NA","NA",,"70","2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","1",0,789,0,0,0,132,0,0,0,0,0,0,0,0,0,1,44546,"2",16,"1","9.1242"
"2004","SE",445581,756.519065190652,"1137.1","4","2004","50","1",1959,"1","1","3","SE","2","NA","6","1","NA","NA","NA","NA","3","2","40","12","0","NA","l-n","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA",0,0,0,46751,183,0,0,0,0,0,0,0,531,0,0,1,44558,"2",44,"1","9.1242"
"2004","SE",445582,756.519065190652,"1393.3","2","2004","80","3",1965,"2","2","1","EU","2","3","6","8","NA","NA","NA","NA","NA","2","NA","0","0","NA","p-q","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","5",0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,1,44558,"2",38,"3","9.1242"
"2004","SE",445591,756.519065190652,"1923.7","2","2004","45","3",1953,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3",,"40","12","0","NA","NA","NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",0,81,0,36731,0,0,0,0,1107,0,1107,0,0,0,0,1,44559,"2",50,"1","9.1242"
"2004","SE",445592,756.519065190652,"NA","2","2004","90","2",1965,"2","1","1","SE","2","NA","4","8","NA","NA","NA","NA","3","5","40","12","0","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,0,0,42,0,798,-3412,0,0,0,0,0,25155,1761,0,1,44559,"2",38,"1","9.1242"
"2004","SE",445594,756.519065190652,"1176.7","1","2004","63","3",1985,"2","1","3","SE","1","3","2","4","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1","NA",0,0,0,295,0,0,0,0,0,0,0,0,0,0,1101,1,44559,"2",18,"1","9.1242"
"2004","SE",445931,756.519065190652,"1077.5","1","2004","55","1",1974,"1","2","1","SE","2","NA","5","1","NA","1","2","NA","3","0 - 1","NA","12","0","NA","g","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,0,0,21500,0,0,0,0,0,0,0,0,0,0,0,1,44593,"2",29,"1","9.1242"
"2004","SE",445932,756.519065190652,"NA","2","2004","41","2",1945,"1","5","3","SE","2","NA","4","1","NA","NA","NA","NA","3","3","40","12","0","NA","g","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",0,0,0,5224,0,0,61752,0,0,0,0,0,0,0,0,1,44593,"2",58,"1","9.1242"
"2004","SE",445933,756.519065190652,"1176.7","1","2004","90","3",1954,"2","2","1","SE","2","NA","3","2","NA","2","2","NA","2","5","NA","2","0","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","1","NA","NA","NA","1",0,0,0,10631,0,0,0,0,0,0,0,0,0,0,0,1,44593,"3",49,"1","9.1242"
"2004","SE",445934,756.519065190652,"1068.7","2","2004","60","3",1978,"1","1","1","SE","2","NA","5","3","NA","NA","NA","NA","3",,"40","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","1","NA","NA","NA",70,0,0,16790,0,0,0,0,0,0,0,0,0,0,771,1,44593,"2",25,"4","9.1242"
"2004","SE",446001,756.519065190652,"NA","2","2004","45","1",1957,"1","5","2","SE","2","NA","3","1","NA","NA","NA","NA","3","2","40","9","0","NA","o","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","1","NA","2","NA",0,0,0,39642,0,0,0,0,0,0,0,0,0,0,0,1,44600,"2",46,"4","9.1242"
"2004","SE",446002,756.519065190652,"1163.5","4","2004","60","3",1961,"2","2","1","SE","2","NA","5","8","NA","2","NA","1","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44600,"2",42,"1","9.1242"
"2004","SE",446003,756.519065190652,"1342.3","3","2004","45","2",1987,"1","1","3","SE","2","NA","2","4","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,44600,"2",16,"4","9.1242"
"2004","SE",446061,756.519065190652,"NA","4","2004","45","4",1947,"1","2","2","SE","2","NA","4","1","NA","NA","NA","NA","3","9","40","12","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1","NA","2","NA",0,44,0,3944,0,0,0,0,0,0,42875,0,0,0,0,1,44606,"2",56,"1","9.1242"
"2004","SE",446062,756.519065190652,"NA","1","2004","90","1",1949,"2","2","3","SE","2","NA","3","2","NA","NA","NA","NA","1","5","40","12","0","NA","l-n","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","1","2","NA","NA","NA",0,0,0,29410,3640,0,0,0,0,0,2643,0,0,4498,0,1,44606,"2",54,"3","9.1242"
"2004","SE",446063,756.519065190652,"1307","4","2004","NA","4",1978,"1","2","1","EU","2","NA","5","8","NA","NA","NA","NA","3",,"40","12","11","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",0,658,0,20567,0,0,0,0,0,0,0,0,0,0,0,1,44606,"3",25,"1","9.1242"
"2004","SE",446064,756.519065190652,"1186.3","3","2004","66","4",1984,"1","1","2","SE","1","3","3","7","NA","NA","2","NA","NA",,"NA","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710,1,44606,"3",19,"1","9.1242"
"2004","SE",446291,756.519065190652,"1163.5","4","2004","70","3",1965,"2","1","3","SE","2","NA","3","2","NA","NA","NA","NA","3","9","40","0","0","NA","f","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","1","2","NA","2","NA",0,0,0,36950,0,0,0,0,0,0,0,0,741,0,0,1,44629,"3",38,"3","9.1242"
"2004","SE",446292,756.519065190652,"NA","4","2004","60","1",1956,"1","2","1","SE","2","NA","3","2","NA","1","2","NA","1","3","65","0","0","NA","k","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","1","NA","NA","NA",0,0,0,16604,0,0,0,0,0,0,0,0,0,10389,0,1,44629,"3",47,"3","9.1242"
"2004","SE",446381,756.519065190652,"1076.2","4","2004","50","2",1946,"1","2","2","SE","2","NA","3","1","NA","1","2","NA","NA","9","NA","1","0","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","1","NA",0,395,0,11408,1434,263,0,0,0,0,0,0,0,0,0,1,44638,"2",57,"3","9.1242"
"2004","SE",446382,756.519065190652,"2215.5","1","2004","60","4",1953,"2","2","2","SE","1","NA","3","1","NA","NA","NA","NA","3",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,789,0,30034,2305,1315,0,0,0,0,0,0,0,0,0,1,44638,"3",50,"3","9.1242"
"2004","SE",446383,756.519065190652,"NA","1","2004","65","3",1984,"2","1","2","SE","1","3","2","4","NA","NA","2","NA","3",,"NA","0","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","NA","NA","NA","NA",0,0,0,2464,0,245,0,0,0,0,0,0,0,0,0,1,44638,"3",19,"1","9.1242"
"2004","SE",446384,756.519065190652,"2088.2","3","2004","50","4",1987,"1","1","2","SE","1","NA","2","4","NA","2","2","NA","2",,"NA","0","0","NA","NA","NA","6","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44638,"2",16,"1","9.1242"
"2004","SE",446561,756.519065190652,"NA","3","2004","90","1",1961,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","NA","7","50","12","0","NA","NA","NA","13","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","2","NA",0,872,0,33168,402,0,0,0,0,0,0,0,0,0,0,1,44656,"3",42,"1","9.1242"
"2004","SE",446562,756.519065190652,"1137.3","2","2004","75","4",1961,"2","2","1","SE","2","NA","3","2","NA","1","2","NA","2","5","NA","0","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",0,0,0,7442,0,0,0,0,0,2893,0,0,1702,0,0,1,44656,"3",42,"3","9.1242"
"2004","SE",446621,756.519065190652,"1389.1","1","2004","35","1",1963,"2","2","1","SE","2","NA","3","2","NA","NA","2","1","NA","5","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",0,0,0,2029,0,0,0,0,0,0,0,0,37,0,0,1,44662,"2",40,"NA","9.1242"
"2004","SE",446622,756.519065190652,"NA","3","2004","65","2",1965,"1","1","3","SE","2","NA","4","4","NA","NA","NA","NA","3","3","NA","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","1","NA","2","NA",0,0,0,2402,0,0,0,0,0,2547,0,0,0,0,8030,1,44662,"2",38,"1","9.1242"
"2004","SE",446911,756.519065190652,"1273.1","2","2004","60","2",1986,"2","1","2","SE","2","NA","2","4","NA","NA","2","NA","2",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA",0,263,0,996,0,0,0,0,0,0,0,0,0,0,4403,1,44691,"2",17,"1","9.1242"
"2004","SE",446912,756.519065190652,"978.1","3","2004","63","2",1955,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","3","45","0","0","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","NA","NA",3503,0,0,56704,1613,0,0,0,0,0,0,0,7166,0,0,1,44691,"3",48,"1","9.1242"
"2004","SE",446913,756.519065190652,"NA","3","2004","90","4",1962,"2","2","1","SE","2","NA","3","3","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","1","2","NA","NA","NA",113,0,0,12998,0,0,0,0,0,0,0,0,0,0,0,1,44691,"2",41,"4","9.1242"
"2004","SE",447011,756.519065190652,"1229.5","2","2004","65","1",1974,"1","2","1","SE","NA","NA","5","4","NA","1","2","NA","3","4","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","2","NA","2","NA",0,0,0,7058,0,132,0,0,0,0,0,0,0,0,14831,1,44701,"2",29,"4","9.1242"
"2004","SE",447012,756.519065190652,"1342.3","1","2004","NA","3",1978,"2","2","3","EU","1","NA","5","8","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","2","NA","2","NA",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44701,"2",25,"3","9.1242"
"2004","SE",447041,756.519065190652,"1279.6","2","2004","90","1",1966,"1","1","1","SE","1","3","4","3","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","NA","NA",0,0,0,1683,0,0,0,0,0,930,0,0,2012,0,0,1,44704,"3",37,"3","9.1242"
"2004","SE",447042,756.519065190652,"NA","3","2004","75","4",1964,"2","2","1","SE","2","NA","3","8","NA","NA","NA","NA","3",,"NA","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA",0,395,0,17599,1805,736,0,0,0,0,0,0,0,0,0,1,44704,"2",39,"4","9.1242"
"2004","SE",447131,756.519065190652,"1853.8","3","2004","35","1",1969,"2","2","1","SE","2","NA","5","2","NA","NA","NA","NA","3","2","65","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,789,0,20232,172,0,0,0,0,0,0,0,448,0,0,1,44713,"2",34,"1","9.1242"
"2004","SE",447132,756.519065190652,"1126.2","3","2004","90","3",1969,"1","2","3","SE","2","NA","5","1","NA","NA","NA","NA","3","2","45","12","0","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0,41042,0,0,0,0,0,0,0,0,0,0,0,1,44713,"3",34,"2","9.1242"
"2004","SE",447161,756.519065190652,"1084.5","4","2004","45","3",1970,"2","1","2","SE","2","NA","3","1","NA","1","NA","NA","3","5","32","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",783,263,0,20905,0,1618,0,0,0,0,0,0,422,0,0,1,44716,"2",33,"3","9.1242"
"2004","SE",447162,756.519065190652,"1853.8","3","2004","50","2",1969,"1","2","3","SE","2","NA","5","1","NA","NA","NA","NA","3","3","NA","12","0","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA",0,0,0,32143,0,0,0,0,0,0,0,0,528,0,0,1,44716,"2",34,"3","9.1242"
"2004","SE",447931,756.519065190652,"1123.4","4","2004","35","4",1937,"2","2","3","SE","2","NA","4","5","NA","NA","2","NA","NA","3","60","12","12","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",0,0,0,0,0,0,0,0,205,0,11998,0,0,0,0,1,44793,"3",66,"1","9.1242"
"2004","SE",447932,756.519065190652,"1076.2","1","2004","45","1",1953,"1","1","1","SE","1","NA","5","6","NA","1","2","NA","3",,"40","0","12","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,0,0,0,0,2850,0,0,0,0,0,0,0,14464,0,1,44793,"2",50,"1","9.1242"
"2004","SE",447933,756.519065190652,"NA","1","2004","40","1",1984,"1","1","1","SE","1","5","2","3","NA","NA","2","NA","3",,"20","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA",11,0,0,1667,0,0,0,0,0,1043,0,0,0,0,0,1,44793,"3",19,"1","9.1242"
