"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","SE",37021,"3","2012","52",24278,18312,0,0,,,,,,,,,0,0,0,0,0,,56,,0,364,0,,5602,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","3","6","2","1","NA","777.09","624.6","NA","1","1",,"1",1,,,,,,"2","113","1","1","1","1","1","4","4","4","4","2","4","NA","3","NA"
"2012","SE",37024,"2","2012","18",27010,19551,0,0,,,,,,,,,0,0,0,0,0,,0,,0,691,0,,6768,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","1","NA","2","2","1","2","1","2","3","2","1","852.73","777.09","588.16","NA","1","1",,"1",1,,,,,,"2","160","1","1","1","1","1","4","4","4","NA","2","2","NA","3","NA"
"2012","SE",37027,"3","2012","37",19105,11848,0,0,,,,,,,,,0,0,0,0,0,,179,,0,778,0,,6480,,"3","3","3","1","1","1","1","1","1","1","1","5","996.7","3","NA","2","2","1","2","1","2","6","1","1","686.62","777.09","386.17","NA","1","1",,"1",1,,,,,,"2","155","1","1","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","SE",37031,"3","2012","14",43534,31878,1170,1170,,,,,,,,,1170,0,0,0,0,,207,,0,0,0,,11656,,"NA","3","3","1","1","2","1","1","1","1","1","6","2768.61","3","NA","2","2","2","2","1","2","5","2","1","NA","777.09","769.78","0","1","1",,"1",1,,,,,,"2","140","1","1","1","1","1","4","3","3","3","2","4","NA","3","NA"
"2012","SE",37045,"3","2012","17",29674,21339,0,0,,,,,,,,,0,0,666,205,0,,0,,0,0,0,,8335,,"3","3","NA","1","1","1","1","1","1","3","1","4","553.72","3","NA","1","2","2","2","1","3","3","2","1","NA","NA","571.55","NA","1","1",,"1",1,,,,,,"2","65","1","1","1","1","2","4","4","3","3","3","3","NA","2","NA"
"2012","SE",37060,"4","2012","12",30322,25501,0,0,,,,,,,,,0,0,0,0,0,,4,,0,1669,0,,3152,,"3","3","NA","1","1","2","1","1","1","1","1","3","3876.05","3","1","1","2","2","2","1","2","4","1","1","NA","NA","619.95","NA","1","1",,"1",1,,,,,,"2","250","2","1","1","1","1","4","NA","4","3","2","3","NA","3","NA"
"2012","SE",37063,"3","2012","30",66629,55048,0,0,,,,,,,,,0,0,0,0,0,,135,,0,1188,0,,10392,,"NA","3","3","1","1","1","1","1","1","1","2","3","1661.17","3","3","2","2","2","2","1","3","5","2","1","808.43","NA","1212.1","NA","1","1",,"1",1,,,,,,"2","114","1","1","1","1","1","4","4","3","3","3","2","NA","3","NA"
"2012","SE",37065,"3","2012","22",10461,7430,0,0,,,,,,,,,0,0,0,0,0,,45,,0,0,0,,3031,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","3","1","2","1","NA","634.68","776.43","NA","1","1",,"1",1,,,,,,"2","96","1","2","1","1","1","3","4","3","4","3","3","NA","3","NA"
"2012","SE",37069,"3","2012","18",28098,26995,0,0,,,,,,,,,0,0,5850,672,1223,,0,,0,121,0,,982,,"3","3","3","1","1","1","1","1","1","1","1","6","3322.33","1","NA","2","1","2","2","4","2","3","2","NA","NA","1050.19","314.4","110.74","1","1",,"1",1,,,,,,"1","157","1","1","1","1","NA","4","3","4","4","4","3","NA","3","NA"
"2012","SE",37103,"2","2012","12",3098,712,0,0,,,,,,,,,0,0,0,0,0,,282,,0,256,0,,2130,,"3","3","3","1","1","1","1","1","1","1","1","3","2768.61","3","NA","2","1","2","2","4","3","2","2","1","NA","516.18","455.27","NA","1","1",,"1",1,,,,,,"1","27","1","1","1","2","1","3","4","3","3","NA","3","NA","3","NA"
"2012","SE",37117,"4","2012","37",88011,75338,0,0,,,,,,,,,0,0,0,0,0,,1,,0,619,0,,12053,,"3","3","NA","1","1","1","1","1","1","1","2","3","1328.93","NA","NA","2","2","2","2","1","2","2","2","1","NA","1183.75","577.09","NA","1","1",,"1",1,,,,,,"2","195","1","1","1","2","NA","1","4","3","3","4","4","NA","3","NA"
"2012","SE",37131,"2","2012","21",24863,19848,0,0,,,,,,,,,0,0,0,0,0,,0,,0,195,0,,4820,,"3","3","3","1","1","1","1","1","1","1","1","5","2436.38","NA","2","2","2","2","2","4","2","5","2","1","NA","930.7","426.03","NA","1","1",,"1",1,,,,,,"2","67","1","1","1","1","1","4","4","4","3","3","4","NA","3","NA"
"2012","SE",37137,"2","2012","11",26761,24932,0,0,,,,,,,,,0,0,0,257,0,,0,,0,0,0,,1829,,"3","3","NA","1","1","2","1","1","1","1","1","6","2547.12","3","1","2","2","2","2","3","4","3","2","1","NA","NA","513.41","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","4","4","1","3","2","3","NA","3","NA"
"2012","SE",37153,"1","2012","12",17107,15239,0,0,,,,,,,,,0,0,0,0,0,,180,,0,0,0,,1868,,"3","3","3","1","1","1","1","1","1","1","1","5","2214.89","2","2","2","2","2","2","1","3","6","2","1","775.21","930.7","712.09","NA","1","1",,"1",1,,,,,,"2","232","1","1","1","1","1","4","4","3","3","4","NA","NA","NA","NA"
"2012","SE",37158,"1","2012","18",26618,19544,0,0,,,,,,,,,0,0,0,436,0,,28,,0,470,0,,6604,,"3","1","NA","1","1","2","1","1","1","1","3","4","NA","3","2","2","2","2","1","4","2","1","2","1","NA","NA","515.63","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","3","4","3","1","4","NA","3","NA"
"2012","SE",37160,"3","2012","14",34396,22860,0,0,,,,,,,,,0,0,0,0,0,,123,,0,0,0,,11536,,"3","3","NA","1","1","1","1","1","1","1","3","6","NA","3","NA","2","2","2","2","4","1","6","2","1","NA","634.23","1202.13","NA","1","1",,"1",1,,,,,,"1","100","1","1","1","1","1","4","4","4","4","3","4","NA","3","NA"
"2012","SE",37164,"2","2012","32",15006,10105,0,0,,,,,,,,,0,0,0,0,0,,1553,,0,3657,0,,1244,,"3","3","3","1","1","1","1","1","2","1","1","4","NA","3","NA","2","1","2","2","4","3","4","1","1","NA","NA","654.61","0","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","3","4","3","2","4","4","NA","3","NA"
"2012","SE",37175,"4","2012","41",22424,20225,0,0,,,,,,,,,0,0,0,364,0,,0,,0,213,0,,1986,,"3","1","NA","1","1","2","1","1","3","1","1","6","2214.89","NA","3","2","2","2","2","4","2","2","2","1","1069.35","930.7","647.41","NA","1","1",,"1",1,,,,,,"2","35","1","1","1","1","1","3","3","4","3","2","3","NA","3","NA"
"2012","SE",37187,"3","2012","20",22264,18707,0,0,,,,,,,,,0,0,0,0,0,,0,,0,369,0,,3189,,"NA","3","3","1","1","2","1","1","1","1","1","5","NA","NA","NA","2","2","2","1","4","2","4","2","1","686.62","1050.19","690.05","NA","1","1",,"1",1,,,,,,"2","44","1","1","1","1","1","4","1","4","3","3","2","NA","3","NA"
"2012","SE",37191,"3","2012","17",37074,31709,0,0,,,,,,,,,0,0,0,0,0,,0,,0,299,0,,5066,,"3","3","3","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","850.52","44.3","1","1",,"1",1,,,,,,"2","200","1","1","1","1","1","4","3","NA","3","4","3","NA","3","NA"
"2012","SE",37195,"1","2012","15",17867,14979,0,0,,,,,,,,,0,0,12165,1398,2542,,0,,0,0,0,,2888,,"3","3","3","1","1","1","1","1","1","1","3","5","1661.17","2","NA","2","2","2","2","2","2","1","2","1","NA","930.7","489.38","NA","1","1",,"1",1,,,,,,"2","65","1","1","1","1","1","3","3","4","4","4","2","NA","3","NA"
"2012","SE",37209,"1","2012","26",28632,19994,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8638,,"NA","3","3","1","1","1","1","3","1","1","1","3","NA","1","NA","2","2","2","1","4","2","6","2","1","NA","687.17","366.67","188.27","1","1",,"1",1,,,,,,"2","NA","1","1","1","1","1","4","4","4","3","3","2","NA","3","NA"
"2012","SE",37217,"3","2012","14",13131,9484,0,0,,,,,,,,,0,0,0,444,0,,0,,0,403,0,,3245,,"3","3","NA","1","1","2","1","1","1","1","2","3","2879.36","2","NA","2","2","2","2","1","2","3","2","1","553.72","1069.35","729.81","NA","1","1",,"1",1,,,,,,"2","29","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","SE",37244,"1","2012","52",11570,9462,0,0,,,,,,,,,0,0,0,0,0,,160,,0,0,0,,2108,,"3","3","NA","1","1","1","1","1","3","1","1","6","2214.89","3","NA","2","2","2","2","4","2","6","2","1","276.86","516.18","480.3","243.64","1","1",,"1",1,,,,,,"2","65","1","1","1","1","1","3","4","4","3","2","3","NA","3","NA"
"2012","SE",37259,"3","2012","13",8092,953,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7139,,"3","3","NA","1","1","1","1","1","1","1","1","6","2214.89","2","3","2","2","2","2","4","3","1","1","1","564.8","930.7","513.19","276.86","1","1",,"1",1,,,,,,"2","NA","1","1","1","1","1","4","4","4","3","3","4","NA","3","NA"
"2012","SE",37268,"3","2012","29",22604,13838,0,0,,,,,,,,,0,0,0,0,0,,130,,0,0,0,,8766,,"3","3","NA","1","1","2","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","1","4","2","1","NA","777.09","309.31","0","1","1",,"1",1,,,,,,"1","75","1","1","1","1","1","4","4","3","3","4","3","NA","3","NA"
"2012","SE",37290,"4","2012","22",27751,21958,0,0,,,,,,,,,0,0,0,0,0,,0,,0,474,0,,5318,,"3","3","NA","2","2","1","1","1","1","1","1","5","1882.66","NA","2","2","2","2","2","1","2","4","2","1","NA","NA","551.4","NA","1","1",,"1",1,,,,,,"2","300","1","1","1","1","1","4","3","4","4","3","3","NA","3","NA"
"2012","SE",37309,"3","2012","42",2,-2718,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,2720,,"3","3","3","1","1","2","1","1","1","1","1","5","830.58","2","NA","2","2","2","2","1","2","4","2","1","553.72","1050.19","481.63","129.2","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","4","3","4","4","4","4","NA","3","NA"
"2012","SE",37312,"1","2012","81",167154,161488,0,0,,,,,,,,,0,0,0,0,0,,2464,,0,637,0,,5028,,"3","3","1","1","1","1","1","1","1","1","1","3","3322.33","1","NA","2","2","2","2","1","3","1","2","1","NA","NA","712.2","0","1","1",,"1",1,,,,,,"1","200","1","1","1","1","1","4","NA","4","3","4","2","NA","3","NA"
"2012","SE",37327,"2","2012","15",20234,18495,0,0,,,,,,,,,0,0,0,0,0,,30,,0,0,0,,1740,,"3","3","NA","1","1","1","1","1","1","1","1","1","3100.84","3","NA","2","2","2","1","1","2","6","2","1","NA","687.17","535.23","NA","1","1",,"1",1,,,,,,"2","NA","1","1","1","1","2","4","2","4","4","NA","3","NA","3","NA"
"2012","SE",37330,"1","2012","NA",20251,16749,0,0,,,,,,,,,0,0,0,0,0,,1149,,0,214,0,,3288,,"3","3","3","NA","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","6","2","1","NA","1183.75","1146.54","NA","1","1",,"1",1,,,,,,"2","87","1","1","1","1","1","4","4","NA","4","4","3","NA","3","NA"
"2012","SE",37384,"3","2012","61",38080,33139,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4941,,"3","3","NA","1","1","2","1","1","1","1","1","6","NA","2","1","2","2","2","2","1","2","6","2","1","NA","NA","643.54","NA","1","1",,"1",1,,,,,,"1","120","1","1","1","1","1","4","4","4","4","4","3","NA","3","NA"
"2012","SE",37387,"1","2012","81",1128,-6497,0,0,,,,,,,,,0,0,0,1061,0,,67,,0,0,0,,7625,,"3","3","NA","1","1","1","1","1","1","1","1","6","1771.91","2","3","2","2","2","2","1","3","6","1","1","332.23","930.7","443.2","0","1","1",,"1",1,,,,,,"2","40","1","1","1","1","1","4","3","4","4","4","4","NA","3","NA"
"2012","SE",37414,"2","2012","16",23214,-3944,1308,1308,,,,,,,,,1308,0,0,0,0,,232,,0,0,0,,27158,,"3","3","NA","1","1","1","3","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","930.7","447.74","664.47","1","1",,"1",1,,,,,,"1","200","1","2","1","1","1","4","3","4","3","3","NA","NA","3","NA"
"2012","SE",37431,"3","2012","26",19566,13317,0,0,,,,,,,,,0,0,0,6431,0,,0,,0,0,0,,6250,,"3","3","NA","1","1","1","1","1","1","1","1","4","775.21","2","3","2","2","2","2","2","2","6","2","2","NA","1050.19","409.87","NA","1","1",,"1",1,,,,,,"1","84","1","1","1","1","1","4","3","3","3","4","3","NA","3","NA"
"2012","SE",37440,"2","2012","16",37154,32297,0,0,,,,,,,,,0,0,0,516,0,,0,,0,0,0,,4856,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","1","3","6","2","1","387.61","NA","340.21","NA","1","1",,"1",1,,,,,,"2","90","1","1","1","1","1","3","3","4","3","NA","3","NA","3","NA"
"2012","SE",37444,"1","2012","58",33636,26410,0,0,,,,,,,,,0,0,0,239,0,,2467,,0,0,0,,7226,,"3","3","3","1","1","1","1","1","1","1","1","5","1882.66","1","NA","2","2","2","2","1","2","3","2","1","NA","NA","512.3","NA","1","1",,"1",1,,,,,,"2","54","1","1","1","1","1","4","3","3","3","3","4","NA","3","NA"
"2012","SE",37455,"3","2012","8",11395,10168,0,0,,,,,,,,,0,0,0,0,0,,7,,0,0,0,,1227,,"3","3","3","1","1","1","1","1","1","1","1","6","1218.19","3","3","2","2","2","2","1","2","4","2","1","NA","777.09","285.39","NA","1","1",,"1",1,,,,,,"2","70","1","1","1","2","1","4","3","3","4","4","4","NA","3","NA"
"2012","SE",37465,"4","2012","19",32918,21886,0,0,,,,,,,,,0,0,0,0,0,,71,,0,1183,0,,9850,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","2","2","1","664.47","911.54","699.79","NA","1","1",,"1",1,,,,,,"2","90","1","1","1","1","1","3","3","3","4","3","NA","NA","3","NA"
"2012","SE",37466,"3","2012","24",29630,20266,0,0,,,,,,,,,0,0,0,0,0,,2067,,0,0,0,,9364,,"3","3","NA","1","1","1","1","1","1","1","1","5","2214.89","3","2","2","2","2","2","2","2","4","2","1","NA","1183.75","611.86","NA","1","1",,"1",1,,,,,,"2","200","1","2","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","SE",37494,"1","2012","23",2594,-2385,0,0,,,,,,,,,0,0,0,0,0,,0,,0,831,0,,4148,,"3","3","NA","NA","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","3","2","1","885.96","930.7","958.38","NA","1","1",,"1",1,,,,,,"2","75","1","1","1","1","1","3","4","4","3","3","2","NA","3","NA"
"2012","SE",37505,"2","2012","29",14334,10409,0,0,,,,,,,,,0,0,0,0,0,,397,,0,0,0,,3924,,"3","3","NA","1","1","1","1","1","1","1","1","4","775.21","3","NA","2","2","2","2","4","2","6","2","1","NA","NA","592.93","0","1","1",,"1",1,,,,,,"2","70","1","1","1","1","1","4","4","4","4","4","2","NA","3","NA"
"2012","SE",37507,"3","2012","13",59963,51421,0,0,,,,,,,,,0,0,0,0,0,,149,,0,1113,0,,7429,,"3","3","NA","1","1","2","1","1","1","1","1","4","1328.93","NA","NA","2","2","2","2","1","1","3","2","1","NA","1050.19","505.11","NA","1","1",,"1",1,,,,,,"2","160","2","NA","NA","1","1","4","4","3","4","NA","2","NA","3","NA"
"2012","SE",37520,"3","2012","30",7751,4999,0,0,,,,,,,,,0,0,0,0,0,,31,,0,0,0,,2752,,"3","3","NA","1","1","1","1","1","3","1","1","5","NA","3","3","2","2","2","2","4","3","3","2","1","664.47","777.09","657.71","110.74","1","1",,"1",1,,,,,,"2","160","1","1","1","1","1","4","3","2","4","4","3","NA","3","NA"
"2012","SE",37523,"3","2012","9",15162,9667,0,0,,,,,,,,,0,0,0,893,0,,91,,0,607,0,,4888,,"3","3","NA","1","1","1","1","1","1","1","1","2","1328.93","3","3","2","2","2","2","3","1","2","2","1","NA","NA","766.02","NA","1","1",,"1",1,,,,,,"2","NA","1","NA","1","1","1","4","4","3","3","4","4","NA","3","NA"
"2012","SE",37539,"2","2012","44",44944,37735,0,0,,,,,,,,,0,0,31170,0,0,,0,,0,0,0,,7209,,"NA","3","3","1","1","1","1","1","1","1","1","6","1882.66","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","839.11","NA","1","1",,"1",1,,,,,,"2","200","1","1","1","1","1","4","4","3","3","4","3","NA","3","NA"
"2012","SE",37559,"2","2012","38",12658,8368,0,0,,,,,,,,,0,0,0,0,0,,20,,0,0,0,,4290,,"3","3","3","1","1","1","1","1","1","1","2","5","885.96","3","NA","2","1","2","2","4","2","3","1","1","NA","1183.75","376.2","NA","1","1",,"1",1,,,,,,"2","160","1","1","1","1","1","4","4","4","4","3","3","NA","3","NA"
"2012","SE",37582,"1","2012","19",12544,9403,0,0,,,,,,,,,0,0,0,0,0,,556,,0,336,0,,2805,,"3","3","NA","1","1","1","1","1","3","1","1","5","2768.61","3","NA","1","2","2","2","4","3","2","2","1","NA","687.17","599.79","NA","1","1",,"1",1,,,,,,"2","90","1","1","NA","1","1","4","4","3","3","4","4","NA","3","NA"
"2012","SE",37603,"2","2012","37",37981,35747,0,0,,,,,,,,,0,0,0,0,0,,1501,,0,0,0,,2234,,"3","3","NA","1","1","1","1","1","1","1","3","4","2214.89","3","2","2","2","2","2","4","2","2","2","1","NA","NA","530.91","0","1","1",,"1",1,,,,,,"NA","60","1","1","1","1","1","4","3","4","4","4","3","NA","3","NA"
"2012","SE",37622,"1","2012","18",15233,12548,0,0,,,,,,,,,0,0,0,0,0,,54,,0,0,0,,2685,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","1","3","5","2","1","996.7","NA","588.16","0","1","1",,"1",1,,,,,,"2","52","1","1","1","1","1","4","3","3","3","4","NA","NA","2","NA"
"2012","SE",37630,"3","2012","33",29894,25465,0,0,,,,,,,,,0,0,0,0,0,,29,,0,399,0,,4029,,"3","NA","NA","1","1","1","1","1","1","1","1","5","3322.33","2","NA","2","1","2","2","2","3","3","2","1","NA","566.57","620.72","NA","1","1",,"1",1,,,,,,"2","142","1","1","1","1","1","3","4","NA","4","NA","4","NA","3","NA"
"2012","SE",37636,"2","2012","20",18163,14147,0,0,,,,,,,,,0,0,0,0,0,,428,,0,0,0,,4016,,"3","3","NA","1","1","1","1","1","3","1","3","6","NA","3","NA","2","2","2","2","3","3","6","2","1","NA","NA","630.47","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","3","3","3","3","4","NA","3","NA"
"2012","SE",37650,"2","2012","27",90,-7685,0,0,,,,,,,,,0,0,0,0,0,,90,,0,853,0,,6923,,"NA","3","NA","2","1","1","1","1","1","1","1","6","1550.42","3","NA","1","NA","2","2","3","3","6","2","1","NA","754.72","380.85","NA","1","1",,"1",1,,,,,,"2","110","1","1","1","1","1","3","3","3","4","3","3","NA","3","NA"
"2012","SE",37656,"3","2012","17",10245,7092,0,0,,,,,,,,,0,0,0,0,0,,1235,,0,131,0,,3022,,"3","3","NA","1","1","1","1","1","1","1","1","5","1439.68","3","NA","2","2","2","2","4","2","5","2","1","NA","930.7","1063.59","NA","1","1",,"1",1,,,,,,"2","127","1","1","1","1","1","3","4","3","2","3","3","NA","3","NA"
"2012","SE",37663,"2","2012","15",16258,12572,0,0,,,,,,,,,0,0,0,0,0,,16,,0,0,0,,3686,,"3","3","NA","2","1","2","1","1","1","1","3","4","NA","3","3","2","1","2","2","1","2","4","2","1","NA","777.09","343.31","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","4","4","3","3","4","4","NA","2","NA"
"2012","SE",37666,"2","2012","52",31188,23723,0,0,,,,,,,,,0,0,0,8049,0,,0,,0,0,0,,7465,,"3","3","NA","1","1","1","1","1","1","1","2","4","NA","3","2","2","2","2","2","4","3","6","2","1","NA","1183.75","475.98","NA","1","1",,"1",1,,,,,,"2","89","1","1","1","1","1","3","3","3","3","4","4","NA","3","NA"
"2012","SE",37679,"3","2012","12",26140,2490,0,0,,,,,,,,,0,0,0,0,0,,145,,0,0,0,,23650,,"3","3","NA","1","2","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","5","2","1","NA","930.7","876.32","NA","1","1",,"1",1,,,,,,"2","170","1","1","1","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","SE",37701,"1","2012","16",13585,9702,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3883,,"3","3","3","1","1","2","1","1","1","1","1","5","4429.78","2","2","2","2","2","2","1","2","5","2","1","477.75","930.7","663.36","NA","1","1",,"1",1,,,,,,"2","111","1","1","1","1","1","3","4","4","4","4","3","NA","3","NA"
"2012","SE",37707,"4","2012","10",88349,83662,0,0,,,,,,,,,0,0,24686,0,0,,0,,0,0,0,,4687,,"3","3","3","1","1","1","1","1","1","1","1","5","2214.89","2","NA","2","2","2","2","1","2","5","2","1","NA","930.7","526.92","NA","1","1",,"1",1,,,,,,"2","300","1","1","1","1","1","3","4","4","3","3","4","NA","3","NA"
"2012","SE",37725,"2","2012","16",16283,11122,0,0,,,,,,,,,0,0,0,99,0,,1023,,0,491,0,,4669,,"3","3","3","1","1","1","1","1","1","1","2","5","NA","2","NA","2","2","2","2","4","3","4","2","1","NA","1050.19","333.12","NA","1","1",,"1",1,,,,,,"2","120","1","2","1","1","1","3","4","4","4","NA","4","NA","3","NA"
"2012","SE",37729,"3","2012","17",12601,6459,0,0,,,,,,,,,0,0,0,0,0,,2,,0,676,0,,5466,,"3","3","3","1","1","1","1","1","1","1","3","4","NA","2","NA","2","2","2","2","1","2","4","2","1","760.81","854.95","606.99","1107.44","1","1",,"1",1,,,,,,"2","180","1","1","1","1","2","4","3","4","3","2","3","NA","3","NA"
"2012","SE",37732,"1","2012","11",5576,-679,0,0,,,,,,,,,0,0,0,0,0,,154,,0,703,0,,5551,,"3","3","NA","1","1","1","1","1","1","1","2","4","885.96","2","NA","2","2","2","2","1","2","2","2","1","332.23","777.09","701.01","332.23","1","1",,"1",1,,,,,,"2","101","1","1","2","1","1","3","4","3","4","NA","3","NA","3","NA"
"2012","SE",37781,"2","2012","36",49589,27058,0,0,,,,,,,,,0,0,0,0,0,,218,,0,0,0,,22531,,"3","3","NA","1","1","1","1","1","1","1","1","4","2214.89","2","NA","2","2","2","2","1","2","6","2","1","NA","930.7","1160.27","NA","1","1",,"1",1,,,,,,"2","211","1","1","1","2","1","4","4","4","2","3","3","NA","3","NA"
"2012","SE",37782,"1","2012","24",16591,9554,0,0,,,,,,,,,0,0,0,0,0,,947,,0,819,0,,6218,,"3","3","3","1","1","2","1","1","1","1","1","6","3322.33","3","NA","2","2","2","2","2","2","2","2","1","NA","1183.75","804","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","4","2","4","4","NA","3","NA","3","NA"
"2012","SE",37791,"3","2012","10",36188,30520,0,0,,,,,,,,,0,0,0,0,0,,7,,0,685,0,,4984,,"3","3","3","1","1","1","1","1","1","1","3","4","NA","3","NA","2","2","2","2","1","2","5","2","1","941.33","777.09","839.11","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","4","4","4","NA","3","NA","3","NA"
"2012","SE",37804,"1","2012","23",36101,26908,431,431,,,,,,,,,431,0,0,0,0,,76,,0,0,0,,9193,,"3","3","3","1","1","1","1","1","1","1","1","5","2214.89","3","NA","2","2","2","2","1","3","6","1","1","NA","930.7","622.16","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","2","4","3","4","4","1","4","NA","3","NA"
"2012","SE",37813,"4","2012","21",18746,9433,0,0,,,,,,,,,0,0,0,0,0,,23,,0,729,0,,8584,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","1","2","4","2","1","NA","930.7","839.11","NA","1","1",,"1",1,,,,,,"2","208","1","1","1","1","1","4","4","4","NA","3","3","NA","3","NA"
"2012","SE",37828,"2","2012","9",0,-10624,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1169,0,,9455,,"3","3","NA","1","1","1","1","1","1","1","2","4","1661.17","3","3","2","2","2","2","3","2","5","2","1","NA","NA","1039.78","254.71","1","1",,"1",1,,,,,,"2","76","1","1","1","1","1","4","4","2","4","4","3","NA","3","NA"
"2012","SE",37829,"3","2012","20",16171,7232,0,0,,,,,,,,,0,0,0,0,0,,36,,0,2273,0,,6666,,"3","3","NA","1","1","1","1","1","1","1","1","4","1771.91","3","1","2","2","2","2","1","2","4","2","1","NA","NA","650.51","NA","1","1",,"1",1,,,,,,"2","NA","1","1","1","1","2","4","4","3","3","2","4","NA","3","NA"
"2012","SE",37847,"2","2012","43",44299,34726,0,0,,,,,,,,,0,0,0,4951,0,,87,,0,0,0,,9573,,"3","3","NA","1","1","2","1","1","1","1","2","5","2214.89","3","3","2","1","2","2","1","2","6","2","1","NA","930.7","309.31","NA","1","1",,"1",1,,,,,,"2","75","1","1","1","1","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",37889,"4","2012","32",24023,23986,0,0,,,,,,,,,0,0,0,0,0,,1218,,0,4,0,,33,,"3","3","NA","1","1","NA","1","1","1","1","1","4","830.58","2","NA","2","2","2","2","4","3","6","2","1","NA","NA","771.45","1107.44","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","3","3","4","3","4","4","NA","3","NA"
"2012","SE",37892,"1","2012","14",35269,23741,0,0,,,,,,,,,0,0,0,0,0,,15,,0,864,0,,10664,,"NA","3","3","1","1","1","1","1","1","1","1","6","NA","NA","NA","2","2","2","2","1","3","6","2","1","NA","NA","309.31","129.2","1","1",,"1",1,,,,,,"1","85","1","1","1","1","NA","4","3","4","4","3","4","NA","3","NA"
"2012","SE",37907,"3","2012","16",41175,37412,0,0,,,,,,,,,0,0,0,0,0,,1838,,0,0,0,,3762,,"3","3","NA","1","1","1","1","1","1","1","1","6","4429.78","3","NA","2","2","2","2","4","3","6","2","1","442.98","1183.75","657.38","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","4","3","4","4","2","3","NA","3","NA"
"2012","SE",37912,"1","2012","38",12207,9791,0,0,,,,,,,,,0,0,0,0,0,,0,,0,422,0,,1994,,"3","3","1","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","NA","2","6","2","1","NA","NA","591.49","NA","NA","1",,"1",1,,,,,,"2","86","1","2","1","1","1","4","4","2","3","4","3","NA","3","NA"
"2012","SE",37922,"1","2012","18",19710,17065,0,0,,,,,,,,,0,0,0,0,0,,1,,0,247,0,,2398,,"3","3","NA","1","1","2","1","1","3","1","3","4","1661.17","3","1","2","2","2","2","1","2","6","2","1","NA","777.09","712.31","221.49","3","1",,"1",1,,,,,,"2","172","1","1","1","2","1","4","4","3","4","3","3","NA","3","NA"
